"BOLTON W.W (CLOUGH)",,,,,,,,,,,,
Grid ref,SD687184,Long,-2.475126,Lat,53.661143,,,,,,,
Station no,2885,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.83,5.04,2.84,6.68,2.98,6.26,4.86,5.59,3.78,7.55,,
February,3.71,2.32,1.82,3.78,2.70,1.34,4.10,9.21,1.30,4.23,,
March,5.37,2.93,3.05,3.70,2.44,2.10,5.21,2.67,2.73,1.64,,
April,3.41,4.40,4.25,1.36,4.06,3.20,0.85,2.26,3.92,3.48,,
May,2.71,3.03,3.48,3.51,5.57,2.50,2.67,5.70,2.16,2.60,,
June,1.76,5.86,3.71,4.60,4.57,3.30,2.84,4.92,2.97,1.75,,
July,5.33,3.95,6.88,9.92,1.23,7.85,9.26,4.63,6.65,12.22,,
August,5.95,6.23,6.05,7.96,1.78,14.18,9.02,5.91,0.63,6.67,,
September,4.60,6.65,6.13,7.30,6.30,4.74,11.22,5.80,0.55,4.02,,
October,1.11,6.13,2.69,10.66,3.59,3.58,9.31,6.00,6.70,5.33,,
November,10.32,3.98,7.81,9.31,3.50,2.43,2.63,2.48,6.70,8.99,,
December,12.75,5.72,2.66,9.05,6.94,5.51,7.14,5.27,10.77,6.41,,
Total,62.85,56.24,51.37,77.83,45.66,56.99,69.11,60.44,48.86,64.89,,
Calc annual,62.85,56.24,51.37,77.83,45.66,56.99,69.11,60.44,48.86,64.89,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
