"DURNESS",,,,,,,,,,,,
Grid ref,NC404669,Long,-4.745211,Lat,58.560763,,,,,,,
Station no,5803/7,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.98,4.38,,,,,,,,,,
February,2.21,3.40,,,,,,,,,,
March,2.47,3.04,,,,,,,,,,
April,4.46,1.59,,,,,,,,,,
May,2.43,,,,,,,,,,,
June,1.64,,,,,,,,,,,
July,3.09,,,,,,,,,,,
August,3.15,,,,,,,,,,,
September,6.72,,,,,,,,,,,
October,9.80,,,,,,,,,,,
November,5.14,,,,,,,,,,,
December,9.12,,,,,,,,,,,
Total,56.21,,,,,,,,,,,
Calc annual,56.21,12.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
