"BALLAGAWNE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,44414/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,100.00,4.57,10.04,2.90,1.85,,
February,,,,,,100.00,1.26,2.05,1.89,4.48,,
March,,,,,,100.00,7.02,2.71,3.53,3.73,,
April,,,,,,100.00,4.14,1.91,2.32,3.58,,
May,,,,,,100.00,3.89,2.24,0.76,0.76,,
June,,,,,,100.00,3.91,4.31,0.53,1.41,,
July,,,,,,100.00,3.17,2.28,4.46,2.62,,
August,,,,,,5.22,0.21,4.23,3.48,5.59,,
September,,,,,,5.76,3.28,4.22,1.74,8.21,,
October,,,,,,0.73,1.13,2.86,6.49,3.83,,
November,,,,,,7.13,4.66,3.41,-999.00,4.67,,
December,,,,,,4.86,2.57,4.61,3.88,3.18,,
Total,,,,,,,39.81,44.87,36.00,43.91,,
Calc annual,0.00,0.00,0.00,0.00,0.00,723.70,39.81,44.87,31.98,43.91,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,4.02,-0.00,,
