"ST. MARYBOURNE, SPRING HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,666,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.54,1.71,3.36,2.87,4.36,2.63,4.50,1.29,3.46,
February,,,2.58,4.29,0.41,4.06,1.78,3.70,1.93,0.68,0.48,
March,,,2.48,2.14,1.34,0.51,0.78,3.32,2.77,0.10,1.02,
April,,,,3.38,3.19,2.48,3.38,2.18,1.51,0.91,2.26,
May,,,0.75,1.64,4.46,4.22,1.96,0.82,1.63,1.39,1.57,
June,,,1.12,0.36,2.64,0.00,2.34,2.78,2.15,1.46,0.78,
July,,,4.84,0.89,4.71,4.01,2.28,3.35,1.66,1.24,2.05,
August,,,,2.94,2.94,1.98,0.96,3.90,2.07,0.81,2.69,
September,,1.18,,1.76,4.59,3.32,1.09,6.18,1.74,0.53,3.10,
October,,0.75,,6.44,4.51,3.37,2.69,2.32,5.54,3.15,1.82,
November,,2.30,,2.13,3.01,1.86,6.83,3.40,2.54,7.84,4.36,
December,,1.46,,3.83,4.88,3.45,0.47,4.71,2.77,6.68,3.54,
Total,,,,31.51,40.04,32.13,28.92,39.29,30.81,26.08,27.13,
Calc annual,0.00,5.69,15.31,31.51,40.04,32.13,28.92,39.29,30.81,26.08,27.13,
Difference,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
