COCKERMOUTH HIGHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY185315,Long,-3.265289,Lat,54.671952,Elevation,478,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,4.89,3.8,7.88,8.78,5.7,4.86,2.46,8.2,4.56,1.29,1.31,0.6,4.48,6.21,6.27,2.88,5.37,4.16,2.03,2.86,5.73,2.99,3.66,1.84,4.08,2.29,2.71,0.99,4.15,7.47,5.06,2.76,4.1,5.23,4.17,,6.41,1.86,5.54,4.21
February,3.67,3.93,4.05,0.67,3.46,1.42,4.22,4.56,2.79,2.48,4.24,3.76,4.26,4.59,4.9,6.69,1.59,2.89,1.67,2.47,1.06,0.48,2.52,4.58,6.1,0.5,2.83,3.51,4.54,3.1,4.49,1.84,0.76,7.02,3.5,,3.14,2.53,3.27,3.74
March,2.01,2.6,3.65,2.51,4.01,1.42,3.91,3.05,2.61,3.82,1.9,3.34,4.18,2.5,4.19,3.39,4.18,1.45,3.36,3.13,3.17,1.92,1.31,1.57,2.43,4.12,6.11,5.72,1.65,3.06,0.52,2.45,3.08,8.16,2.87,,3,4.65,4.58,3.7
April,2.21,2.47,2.08,0.4,1.77,1.2,2.61,2.45,1.8,1.43,2.55,1.32,3.84,2.32,1.67,3.15,3.1,2.9,1.9,1.94,1.16,1.27,1.33,0.51,1.91,2.11,2.74,1.94,4.31,3.35,2.72,2.36,2.17,1.67,3.26,,1.08,2.09,1.23,2.89
May,4.34,1.15,3.2,1.85,1.22,2.86,0.65,3.35,2.44,2.1,1.67,3.33,2.45,1.47,4.43,3.05,4.28,2.35,1.79,2.27,2.95,2.93,4.32,2.03,3.68,0.73,0.65,2.79,3.26,3.48,2.29,1.38,2.03,2.23,2.52,,4.8,3.94,3.07,1.54
June,1.79,1.44,4.92,2.59,1.53,2.94,3.29,3.83,3.37,3.6,3.68,4.6,4.56,3.68,1.55,1.57,1.58,0.62,0.95,0.74,4.66,1.17,3.3,2.56,4.13,0.68,3.01,3.36,3.13,1.2,2.56,2.16,1.65,0.98,1.18,,2.04,4.96,2.44,2.2
July,1.15,2.84,4.06,5.57,2.35,2.88,2.83,5.17,0.68,5.58,4.2,4.9,6.11,3.27,5.7,2.96,3.99,2.72,5.77,2.42,4.2,2.63,2.32,4.55,3.39,6.3,4.01,2.37,1.18,2.6,2.68,1.05,3.24,4.78,2.99,,2.71,1.98,3.88,6.63
August,2.23,4.11,4.39,5.83,7.86,3.43,4.34,6.56,4.5,3.72,1.18,5.53,3.73,3.53,1.95,2.2,2.58,1.93,3.1,5.12,5.46,9.7,6.97,4.41,5.6,7.02,3.09,5.36,5.92,1.93,7.69,5.29,2.47,6.85,4.49,,6.36,4.07,6.01,3.26
September,4,2.57,7.32,2.17,6.34,5.54,3.85,2.88,7.06,4.07,5.55,1.96,3.67,4.42,5.73,5.41,7.66,5.37,2.16,3.45,6.27,8.87,9.04,5.17,0.58,1.69,5.09,4.78,2.66,7.63,3.9,2.31,1.96,5.41,1.15,,1.23,0.3,4.55,3.23
October,8.73,3.39,7.46,6.54,9.55,4.27,2.42,6.09,5.29,2.64,2.22,2.41,2.59,5.8,3.53,5.37,6.35,2.48,5.12,5.26,3.84,5.71,5.3,5.7,3.74,6.07,6.53,2.51,4.64,5.86,6.88,6.03,4.04,10.07,3.09,,6.8,9.23,1.25,9.61
November,3.31,2.26,6.04,2.72,4.96,3.64,2.5,8.87,3.18,2.2,6.34,6.46,6.68,7.18,2,3.11,5.23,2.88,5.76,2.21,7.26,4.41,3.18,3.34,5.99,4.64,1.69,7.21,5.41,6.13,4.06,5.62,2.29,3.68,4.49,,4.33,4.37,3.49,3.13
December,2.04,6.09,4.4,2.64,3.22,3.4,5.64,4.69,2.42,4.51,6.35,3.47,3.71,5.31,5.74,2.16,4.74,3.28,4.11,4.37,0.65,7.63,2.64,5.84,4.42,3.61,4.84,6.17,5.94,3.1,8.33,5.78,5.04,3.72,4.42,,3.72,6.98,3.16,7.09
Total,40.37,36.65,59.45,42.27,51.97,37.86,38.72,59.7,40.7,37.44,41.19,41.68,50.26,50.28,47.66,41.94,50.65,33.03,37.72,36.24,46.41,49.71,45.89,42.1,46.05,39.76,43.3,46.71,46.79,48.91,51.18,39.03,32.83,59.8,38.13,,45.62,46.96,42.47,51.23
