GOLLANFIELD HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8215,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.82,3.19,1.97,2.53,1.41,1.82,1.98,2.21,,,,
February,2.68,0.59,2.38,1.44,1.33,3.60,1.13,0.93,,,,
March,1.86,1.64,1.56,0.56,1.11,1.74,2.32,1.57,,,,
April,1.86,0.60,2.74,2.19,0.61,1.65,1.50,1.73,,,,
May,1.93,2.87,2.07,2.87,3.01,2.46,2.13,2.34,,,,
June,0.62,0.62,1.02,0.76,2.35,0.57,1.58,3.35,,,,
July,2.61,2.25,2.63,2.92,3.43,2.00,1.85,2.18,,,,
August,2.94,2.40,2.83,5.34,4.57,1.11,1.56,3.13,,,,
September,2.45,1.27,1.94,2.54,4.28,4.11,2.48,3.86,,,,
October,0.61,2.36,1.81,3.04,3.36,1.78,3.66,4.13,,,,
November,1.30,1.00,1.44,2.03,1.04,0.57,2.44,2.17,,,,
December,1.19,3.89,1.48,2.27,2.98,2.19,1.63,1.20,,,,
Total,22.87,22.68,23.87,28.49,29.48,23.60,24.26,28.80,,,,
Calc annual,22.87,22.68,23.87,28.49,29.48,23.60,24.26,28.80,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
