"ECCLEFECHAN, BURNFORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY206747,Long,-3.244636,Lat,55.060407,Elevation,160,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,2.63,6.33,5.29,2.48,2.58,4.2,3.01,,4.57,1.78,4.12,3.51,2.97,1.93,3.54,3.92,3.43,3.08,5.24,2.42,5.14,3.74,,6.91,3.89,2.55,5.19,,,,,,
February,,,,,,,,,3.35,3.06,3.61,1.35,1.73,3.94,2.63,,1.82,2.65,2.84,1.77,4.69,4.54,2.72,2.08,4.72,6.97,3.16,1.26,5.15,0.72,,1.02,4.25,5.48,0.84,,,,,,
March,,,,,,,,,1.3,3.96,0.34,1.99,2.18,6.62,3.65,,2.5,3.42,3.98,3.53,2.55,1.21,4.75,4.32,4.36,1.92,2.23,1.93,1.33,3.51,,5.07,2.58,1.7,1.21,,,,,,
April,,,,,,,,,4.5,3.98,2.99,3.31,2.18,1.65,4.34,,1.26,2.4,1.63,3.61,2.55,4.36,0.93,4.44,1.82,2.36,3.1,2.12,0.89,2.32,,1.5,1.66,4.19,3.02,,,,,,
May,,,,,,,,,3.07,4.05,3.22,2.38,2.22,3.2,2.85,,6.04,4.35,3.97,2.29,2.43,2.07,1.5,2.74,2.66,1.8,2.96,3.19,4.1,1.31,,2.34,3.52,2.07,5,,,,,,
June,,,,,,,,,2.39,1.32,4.92,3.07,2.01,1.65,3.1,,2.14,7.23,2.62,2.97,1.48,2.1,5.37,2.64,0.95,1.11,3.46,2.27,1.92,2.46,,0.76,1.81,1.24,2.86,,,,,,
July,,,,,,,,,0.8,3.06,2.97,1.42,3.05,4.83,1.25,,3.81,2.77,3.84,5.18,5.35,1.54,2.88,0.93,4.02,5.64,5.93,2.25,3.91,0.58,,3.76,6.02,4.66,4.86,,,,,,
August,,,,,,,,,6.02,1.33,5.55,5.55,3.58,6.51,4.09,,7.48,6.41,5.04,3.04,7.34,2.28,5.82,2.14,4.31,2.12,4.25,5.99,4.35,3.78,,6.4,3.42,11.43,5.39,,,,,,
September,,,,,,,,,2.85,4.09,2.54,1.94,1.99,4.42,1.86,,1.38,0.79,5.55,2.45,0.75,3.63,2.62,2.56,1.97,1.34,2.41,5.26,7.23,4.46,,2.1,2.66,5.38,4.36,,,,,,
October,,,,,,,,,3.38,2.89,5.19,5.26,2.72,8.29,2.64,,4.09,6.56,3.77,8.1,1.5,3.3,5.44,3.51,1.33,2.41,7.72,6.64,6.16,2.1,,2.79,1.58,6.47,4.58,,,,,,
November,,,,,,,,,4,3.78,4.39,2.61,3.49,3.21,2.05,,2.89,3.34,2.61,1.43,4.17,5.31,3.25,4.79,5.16,1.45,4.71,4.07,2.54,1.15,,2.8,2.11,3.87,3.53,,,,,,
December,,,,,,,,,3.75,3.27,7.47,5.01,4.35,2.88,2.99,,2.66,6.1,3.29,6.28,4.14,6.93,5.25,2.22,5.09,7.92,4.14,2.66,5.48,7.93,,5.65,4.78,3.49,7.97,,,,,,
Total,,,,,,,,,38.04,41.12,48.48,36.37,32.08,51.4,34.46,,40.64,47.8,43.26,44.16,39.92,39.2,44.07,36.29,39.82,38.12,49.31,40.06,48.2,34.06,,41.1,38.28,52.53,48.81,,,,,,
