MATLOCK-BATH-LOWER-TOWER-OLD-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK293584,Long,-1.5636364,Lat,53.121973,Elevation,500,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,4.31,2.87,3.65,2.73,1.72,6.3,3.89,3.09,5.04,1.37,6.65,3.86,2.08,0.33,0.65,3.29,5,5.36,3.93,5.42,2.91,1.33,1.35,4.67,2.76,2.06,1.63,3.05,4.51,1.13,2.26,1.61,4.8,5.39,2.73,,,,,,,,
February,,,,,,,,2.8,2.69,3.43,2.4,3.16,4.87,1.21,2.73,1.6,4.2,3.17,2.19,4.04,3.4,6.28,2.56,3.85,3.42,3.15,0.59,0.56,1.53,2.26,0.7,0.14,1.74,4.03,3.47,0.08,0.89,3.53,2.24,2.5,4.74,1.62,,,,,,,,
March,,,,,,,,3.23,3.38,2,2.56,2.13,3.51,3.39,2.2,1.46,4.81,2.57,1.35,1.65,2.77,4.48,2.8,1.41,3.61,2.1,3.91,1.79,3.42,3.73,2.09,1.73,1.09,0.61,2.38,2.73,3.55,3.64,1.19,1.6,0.87,3.38,,,,,,,,
April,,,,,,,,4.05,2.82,2.44,1.17,3.3,2.81,0.76,2.21,1.02,3.21,2.55,1.56,2.58,1.69,1.24,4.4,2.58,2.58,1.63,2.04,1.53,1.72,2.88,0.61,2.69,0.92,0.74,2.5,2.47,0.85,2.42,2.87,3.53,1.46,1.62,,,,,,,,
May,,,,,,,1.41,2.01,1.81,5.54,1.66,1.84,2.35,3.44,0.79,1.89,1,4.75,5.94,2.82,2.13,2.35,2.33,1.44,1.68,2.34,6.54,2.06,1.5,3.15,2.05,3.15,2.74,2.87,2.57,0.91,0.27,1.33,2.14,2.86,1.6,1.34,,,,,,,,
June,,,,,,,4.35,1.79,0.71,1.25,1.39,3.88,5.44,3.24,1.07,3.38,3.19,2.15,4.2,7.44,2.48,2.55,5.86,3.43,2.23,3.83,1.24,0.53,2.23,0.52,2.59,4.09,3.5,1.16,2.2,0.46,2.41,3.38,1.38,1.44,3.59,1.2,,,,,,,,
July,,,,,,,3.61,3.07,0.28,0.43,0.8,4.23,5.98,2.67,2.12,4.64,1.8,3.91,0.57,4.17,5.78,1.61,4.08,3.03,4.28,1.03,3.56,1.72,5.66,3.25,2.26,1.91,2.3,3.52,2.55,4.11,1.24,1.08,0.87,0.9,4.16,3.55,,,,,,,,
August,,,,,,,3.03,4.33,3.7,1.56,1.89,1.74,3.22,3.21,4.42,3.81,2.16,5.75,9.27,5.42,2.93,5.89,3.14,1.66,1.87,3.4,1.97,2.44,3.2,3.44,3.46,4.98,2.62,1.71,2.25,2.33,2.26,3.05,3.31,0.77,4.41,1.55,,,,,,,,
September,,,,,,,6.07,2.74,3.31,5.64,2.22,5.89,4.92,2.29,3.1,3.42,5.14,2.79,3.09,3.5,4.58,2.29,2.43,6.82,2.65,3.59,1.94,2.92,1.13,2.5,1.46,1.81,2.1,1.63,0.43,0.71,5.55,3.06,0.68,3.78,1.36,1.05,,,,,,,,
October,,,,,,,3.73,3.52,4.72,1.83,7.93,4.4,6.91,3.96,4.09,6.99,3.3,3.41,4.28,1.17,4.95,4.53,6.07,4.06,1.76,7.02,5.52,2.11,1.01,3.86,1.44,4.4,2.9,2.09,3.68,2.79,3.3,1.28,2.56,2.95,3.06,2.21,,,,,,,,
November,,,,,,,3.73,1.23,2.13,2.37,2.86,1.59,5.05,2.48,4.33,4.81,3.85,5.29,3.31,1.82,4.33,5.04,6.05,3.91,1.5,3.63,2.18,1.98,5.06,1.46,4.18,3.45,1.73,1.52,2.66,4.53,1.36,3.34,3.78,1.75,3.15,3.71,,,,,,,,
December,,,,,,,2.4,2.44,8.51,5.46,3.02,2.05,4.85,0.56,3.05,2.1,7.87,3.53,2.23,2.41,5.13,3.6,6.89,2.03,3.72,1.18,4.83,2.67,3.22,2.25,0.79,5.38,1.53,3.69,2.13,3.7,5.35,4.64,3.31,2.93,4.7,7.13,,,,,,,,
Total,,,,,,,,35.52,36.93,35.6,30.63,35.93,56.21,31.1,33.2,40.16,41.9,46.52,41.85,39.1,40.5,40.51,49.9,39.22,34.66,36.83,39.74,23.22,31.01,30.65,26.3,36.49,25.23,25.2,29.87,29.33,28.16,33.01,25.94,29.81,38.49,31.09,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Lower Towers Matlock Bath. Altitudes match. Nothing to suggest that Old and New gauges differ in location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
