ABBOTSBURY CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY563850,Long,-2.6185,Lat,50.6637,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,5.73,1.16,,5.82,3.17,2.29,5.28,1.18,5.88,1.8,4.6,0.52,1.4,1.48,3.3,4.31,2.4,2.21,-999,1.4,1.12,4.18,3.02,,,,,,,,,,,,,,,,,,,,1.39,,,0.79,3.75,0.94,,,,,,,,4.91,,,,,,
February,,,,,,,,,,2.79,1.84,,2.35,1.97,1.06,2.72,3.26,1.14,1.3,4.45,4.06,5.15,2.04,3.82,3.25,4.4,1.08,-999,0.95,2.47,1.24,0,,,,,,,,,,,,,,,,,,,,1.55,,,3.55,5.75,4.69,,,,,,,,0.65,4.2,,,,,
March,,,,,,,,,,1.89,1.56,,3.07,4.11,0.45,0.8,2.82,2.07,1.73,0,1.37,2.86,1.2,1.32,2.51,1.81,3.84,1.75,3.26,1.86,1.2,3,,,,,,,,,,,,,,,,,,,,2.02,,,5.01,1.07,3.69,,,,,,,,1.12,0.4,,,,,
April,,,,,,,,,,0.35,0.3,,1.83,0.56,1.95,1.52,2.55,4.08,4,2.98,1.93,1.33,4.63,1.19,2.8,2.35,1.81,1.02,1.68,1.55,2.84,0.72,,,,,,,,,,,,,,,,,,,,1.2,,,0.98,1.34,0.59,,,,,,,,2.93,2.04,,,,,
May,,,,,,,,,,1.96,1.51,,1.5,0.95,0.69,1.95,0.1,2.18,3.57,2.44,1.08,1.44,1.73,2.23,0.5,2.32,3.42,1.92,2.13,1.69,1.82,2.59,,,,,,,,,,,,,,,,,,,,0.76,,,1.48,2.35,1.68,,,,,,,,4.8,,,,,,
June,,,,,,,,,,0.38,-999,,3.02,1.7,1.49,1.53,1.24,0.96,0.87,6.13,1.4,2.89,3.91,2.6,2.42,2.25,-999,0.6,3.26,3.06,2.18,2.82,,,,,,,,,,,,,,,,,,,,1.91,,,1.03,1.11,1.15,,,,,,,,1.95,0,,,,,
July,,,,,,,,,,0.88,-999,,4.4,1.59,1.26,2.36,0.18,2.21,1.96,3.67,3.56,1.96,3.1,2.03,1.61,0,-999,0.61,3.2,2.52,3.3,2.18,,,,,,,,,,,,,,,,,,,,0.2,,,3.82,4.27,0.89,,,,,,,,3.95,3.39,,,,,
August,,,,,,,,,,0.24,0.96,,1.1,2.72,2.7,2.26,3.58,3.13,2.51,5.44,0.75,5.43,1.5,0.66,2.02,1.08,0.97,2.2,1.9,3.09,2.06,6.29,,,,,,,,,,,,,,,,,,,,0.53,,,3.72,1.17,4.17,,,,,,,,2.32,3.22,,,,,
September,,,,,,,,,,4.01,1.27,,2.17,1.5,3.46,2.89,5.89,2.55,1.59,3.4,3.66,2.3,3,4.4,1.45,2.23,1.27,2.53,1.37,1.56,2.02,2.45,,,,,,,,,,,,,,,,,,,,0.9,,,2.64,2.11,3.59,,,,,,,,3.82,3.74,,,,,
October,,,,,,,,,,2.1,3.35,,7.1,2.63,4.59,7.91,3.04,2.06,3.5,1.22,6.95,2.34,7.56,2.35,0.64,4.2,4.49,3,2.42,4.83,1.05,9.07,,,,,,,,,,,,,,,,,,,,3.56,,,2.39,6.54,5.98,,,,,,,,5.63,4.24,,,,,
