BROADSTONE RESERVOIR,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3170,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,2.73,2.65,4.67,4.28,2.56,9.35,1.54,5.93,
February,,,,6.65,1.42,5.54,3.13,1.39,5.05,0.32,1.02,
March,,,,2.58,1.31,1.37,1.59,3.42,2.68,0.40,3.83,
April,,,,2.76,2.06,2.92,2.45,3.97,1.40,1.39,3.47,
May,,,,4.50,4.55,4.29,3.31,1.38,2.24,2.21,1.69,
June,,,,1.46,1.67,0.10,3.21,3.35,3.66,1.17,3.10,
July,,,,2.91,3.25,0.97,3.64,2.79,1.18,2.69,7.74,
August,,,,3.33,2.54,2.95,3.47,5.90,3.44,3.37,4.38,
September,,,,2.84,4.33,2.69,2.14,5.84,0.28,1.15,5.40,
October,,,1.10,2.99,4.95,4.21,4.16,4.87,5.35,4.35,4.29,
November,,,1.99,6.05,2.99,2.38,5.42,5.47,6.40,7.66,4.47,
December,,,4.19,3.18,4.68,5.63,2.20,2.44,2.84,8.80,2.89,
Total,,,,41.98,36.40,37.72,39.00,43.38,43.87,35.05,48.21,
Calc annual,0.00,0.00,7.28,41.98,36.40,37.72,39.00,43.38,43.87,35.05,48.21,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
