RISHWORTH (GREEN WITHENS RESERVOIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD990166,Long,-2.016602,Lat,53.645906,Elevation,1205,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,3.54,4.77,5.51,4.58,12.38,1.95,7.54,5.49,5.84,3.24,3.45,1.89,5.11,4.45,5.78,5.46,2.9,3.1,4.41,6.66,7.56,5.36,5.43,4.21,11.13,2.85,3.55,4.43,3.58,1.53,4.37,3.52,5.69,4.23,4.48,4.02,6.12
February,,,,,1.28,7.56,4.86,2.06,5.59,0.92,1.17,6.75,0.38,3.89,0.48,6.58,3.21,5.92,2.14,5.43,3.19,6.62,1.73,3.28,2.62,6.69,6.61,3.6,3.87,3.7,6.72,3.56,0.91,2.66,3.21,2.72,1.79,3.2,7.65,0.59,3.22
March,,,,,1.93,2.12,2.3,5.52,3.45,1.42,2.84,0.67,2.96,3.73,3.54,2.01,3.07,2.68,1.39,3.18,3.49,5.37,3.06,1.48,0.7,1.7,1.96,7.33,2.3,2.33,2.81,6.1,2.97,2.5,3.03,2.65,1.88,4.07,2.73,2.26,1.8
April,,,,,2.42,3.53,2.16,4.13,1.3,1.56,4.12,4.26,4.23,2.1,2.92,4.12,2,3.23,0.66,2.53,2.69,3.25,2.74,2.66,3.75,3.13,1.99,5.52,2.65,4.84,4.52,2.88,3.73,3.69,0.8,2.17,4.26,0.55,1.49,5.26,3.11
May,,,,,6.6,4.66,5.25,1.88,2.09,4.04,2.55,3.65,5.95,2.32,3.19,1.03,1.39,2.53,4.68,1.55,1.26,2.52,4.58,3.43,4.33,5.18,2.25,3.65,1.79,5.22,3.05,3.85,1.93,3.83,3.67,4.22,1.92,1.66,5.27,2.67,2.4
June,,,,,3.15,0.33,3.39,4.72,7.88,1.79,2.69,7.58,1.04,3.58,2.64,5.36,5.61,3.26,5.6,3.75,0.86,1.22,1.6,4.5,4.01,5.17,4.43,3.72,5.27,1.1,2.67,1.11,3.66,3.75,3.89,3.79,4.15,2.75,6.66,3.29,1.94
July,,,,,4.61,2.5,3.82,3.45,2.07,2.87,7.74,5.06,4.69,4.08,3.51,2.01,4.7,2.83,4.81,7.25,3.99,2.25,4.5,3.42,4.63,2.92,5.59,3.31,2.82,3.31,4.97,4.12,3.15,6.45,5.61,1.15,8.42,6.19,6.06,3.87,8.44
August,,,,,6.38,4.71,5.26,9.77,5.9,5.85,8.37,6.6,2.54,1.57,4.21,2.16,2.79,3,4.95,2.62,2.57,6.82,5.47,7.32,4.7,3.77,6.8,0.49,6.05,3.21,6.52,6.1,5.13,5.4,8.12,1.2,12.43,7.12,5.72,0.87,6.96
September,,,,,5.93,4.32,4.25,6.83,0.77,2.06,5.52,4.15,5.42,1.76,3.92,7.83,6.4,2.48,2.57,1.63,4.58,0.78,2.92,4.93,6.55,3.26,8.74,4.18,3.51,1.38,7.95,3.14,4.42,3.59,6.31,3.07,4.9,6.21,5.06,0.7,3.86
October,,,,,6.33,6.79,4.56,4.92,6.23,6.56,6.82,2.85,7.88,5.32,5.1,10.02,5.4,2.65,10.38,2.89,5.03,5.72,6.78,3.64,5.37,7.02,1.6,1.78,3.36,5.92,2.82,1.66,6.23,2.55,10.04,2.84,3.03,7.21,5.25,4.83,6.65
November,,,,,3.07,3.19,6.85,6.46,7.77,8.98,6.3,8.39,3.43,2.54,3,7.31,6.79,2.89,6.07,7.62,7.37,3.97,1.43,3.79,9.05,0.89,8.9,8.3,2.43,7.42,6.09,9.68,2.94,5.21,7.29,2.92,1.91,3.13,2,5.39,8.83
December,,,,,5.9,4.03,2.26,1.94,3.53,8.08,4.33,2.42,2.31,0.57,6.27,3.36,4.65,2.69,5.21,3.5,4.07,2.62,4,2.87,5.38,3.25,4.15,5.13,4.62,7.77,3.13,6.7,3.77,2.09,6.89,6.7,4.64,5.6,5.28,8.36,4.62
Total,,,,,51.14,48.51,50.47,56.26,58.96,46.08,59.99,57.87,46.67,34.7,42.23,53.68,51.12,38.61,54.24,47.41,42,44.24,43.22,47.98,58.65,48.34,58.45,51.22,49.8,49.05,54.8,53.33,42.42,43.25,63.23,36.95,55.02,51.92,57.65,42.11,57.95
