ANDOVER (HATHERDEN),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,663,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.34,2.62,2.45,,,,,,,,,
February,2.32,0.16,4.14,,,,,,,,,
March,0.42,2.09,3.06,,,,,,,,,
April,3.13,3.45,2.11,,,,,,,,,
May,2.97,5.52,1.55,,,,,,,,,
June,2.10,1.57,2.72,,,,,,,,,
July,4.09,2.51,2.08,,,,,,,,,
August,3.34,1.16,0.28,,,,,,,,,
September,2.11,3.67,2.23,,,,,,,,,
October,0.64,4.42,2.26,,,,,,,,,
November,3.78,1.85,0.75,,,,,,,,,
December,0.72,1.01,0.40,,,,,,,,,
Total,27.96,30.03,24.03,,,,,,,,,
Calc annual,27.96,30.03,24.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
