ABERFOYLE LEDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN 458 050,Long,-4.488584,Lat,56.212908,Elevation,1500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,7.1,1.7,4.2,4.9,12.6,10,3.4,8.5,7.7,9.4,9,4.6,13.7,4.3,16.3,14.4,5.1,2.4,9,9.4,4.3,12.3,5.8,8,4.9,1.2,4.8,0.6,6,8.8,7.6,5.5,3,5.2,4.6,4.4,6,3.15,3.05,3.2,6.3,-999,2.55,1.3,4.5,7,5.2,3.4,3.5,5.5,3.75,2.25,5.55,2.2,5,3.9,4.65,4.95,6.5,4.68,5.15,4.95,14.5,4.1,9,6.8,7.95,9.3,8.2,8.9,7.6,5.3,13.35,6.8,20,,
February,,,,,3.6,1.2,9,6.5,1.8,7.6,2.1,9.9,5.8,6.2,6,3.2,7.4,,11.4,9.6,3.8,7.5,9,0.4,1.9,1.4,4.7,5.2,3.8,3.1,7.4,4,6.8,4.8,7,8.7,1.6,2.35,0.6,1.7,0.75,1.25,1.4,4.15,7,-999,2.55,5,2.35,5.5,2.4,1.9,5.6,5.4,4,2.35,0.9,2.6,4.1,1.8,4.2,9.9,6.15,8.3,8.5,6.35,4.55,1.4,14.3,1.45,9.55,2.4,7.4,10.7,2.15,5.6,9.35,5.45,7.65,,
March,,,,,4.1,,0.1,4.9,2.9,11.2,1.5,5.7,3.7,7.1,4.3,1.1,3.6,,8.7,0.6,0.8,3.4,6.7,2,4.8,3.7,5.9,2.9,3.1,4.7,2.5,7.4,6.1,1.9,5.4,3.7,5.9,1.1,4.6,1.6,2.75,1.8,1.7,1.65,2.9,3.45,5.25,6.1,4.3,4,0.3,3.15,3.45,7,3,5,2.15,3.3,5.3,1.6,3.5,1.75,7.2,7.85,7.25,6.9,1.4,3.8,2.8,3.7,6.5,11.95,3.2,4.3,1.5,2.2,3.85,6.65,11.95,,
April,,,,,1.7,,3.5,5.2,5.6,5,2,0.5,9.8,7,3.7,2,4.7,11.6,6,1.8,3.8,6.5,2.5,1.7,1.9,1.9,4,4.6,5,3.2,4.8,2.6,3.4,3.7,2,3,2,2.25,3.3,4,1.8,1.9,1.6,1.5,2.45,4.7,2.1,3.55,5.5,5.2,3.55,3.65,3.45,1.6,7.7,3.55,1,3.45,1.95,6.05,5.3,3.45,1.65,3.85,4.2,5.9,5,4.7,1.55,6.1,3.65,2.1,5.1,6.05,5.05,6.25,3.5,3.75,4.45,,
May,,,,,5.6,,4.5,5.9,9,0.7,5.5,0.6,8.2,4,2,6.9,2.4,4.8,6.1,1.3,7,0.7,3.7,5.3,3.8,4.7,0.9,6.7,8.1,3.3,3,4.8,5.3,5.2,6.8,4.8,5.4,0.85,8,6.5,4.75,3.15,5.9,3.7,3.05,0.75,0.7,2.75,2.95,4.05,7,3.9,3.15,3.15,6.4,2.9,6.6,5.4,5.05,6.55,3.1,4.8,2.65,5.6,2.55,1.2,5.5,5.6,4.1,2.35,8,6,5.8,2.5,8.6,10.5,5.75,3.7,2.45,,
June,,,,,8.1,,12.3,3.8,7.2,3.2,14,7.8,9.5,8.9,7.1,2.4,5.8,2,1.8,4.5,2.1,4,12,4.5,2,5.3,7.1,8.1,6.7,8.7,3.6,7.7,6.8,4,2.8,2.8,2.7,1.75,5.5,1.8,7.15,2.85,6.95,2.5,4.05,2.8,5.55,7.35,4.25,3.6,7.6,6.2,2.6,4.45,4.15,2.1,1.3,7.85,4.2,4.5,5.65,4.3,6.75,6.85,2.2,2.3,4.05,4.7,3.55,5.95,3.2,0.85,3.05,2.2,4.4,0.7,6.1,7,10.7,,
July,,,,5.6,6.6,,6.2,4.6,9.3,6.1,4,6.7,11.4,0.2,4.6,9.2,6.7,9.4,0.7,6.5,2.4,6.9,9.8,9.1,5.2,2.3,3.5,6.4,0.8,7.4,5.4,6.7,9.6,7,7.3,3.9,5.5,5.45,9.4,3.85,5.9,2.75,4.65,4.8,5.75,6.25,6.2,4.45,2,6.65,5.45,4,4.8,8.25,5.05,4.3,4.6,4.3,7.4,3.6,8.4,4.35,1.95,0.25,3.1,6.5,4,2.4,5.2,3.1,5.9,6.5,5.3,6.5,8.3,3.3,3.1,8.5,6.95,,
August,,,,5.8,5.6,,9.7,4.7,8.9,10.1,9.4,20.2,7.8,10.1,5.5,16.2,10.5,5.4,9,0.6,2.3,5.3,10,7.6,6.9,6.8,6.6,11.3,6.2,7.9,3,6.5,5.2,6.9,6.5,7.3,4,4.75,6.35,8.6,4.9,9.7,10.4,7.9,5.5,10.8,3.25,10.7,7.95,2.3,7.4,5.05,5.4,12.05,8.05,8.85,8.5,9.25,6.25,5,15.8,7.4,3.6,2.2,5.95,3.1,5.95,8.6,6.3,5.25,8.55,10.2,5.05,9.9,6.5,7.9,5.65,10.7,10.1,,
September,,,,6.8,1.8,,5.6,5.4,9,13.2,6.4,13.4,5.7,8.3,10.4,1.5,11.8,6.1,3.8,15.7,5.6,3.7,9.3,5.7,8.9,8,4.9,3.3,8.7,11.4,4.6,4.6,6.9,5.4,5.8,12.6,9.5,4.65,1.45,1.6,6.6,8.8,7.45,3.15,0.15,2.85,7.85,4.45,7.75,5,6.65,7.55,6.25,6,8.75,4.95,3.75,2.3,12,3.05,2.55,3.05,4.2,3.2,3.65,2.55,3.2,10,8.3,9.35,4.35,4.1,5.1,10.8,7.5,5.1,4.8,6.5,6,,
October,,,,12.8,11.3,,6.2,7.4,12.2,6.6,10.5,12.5,15,8.6,4.2,10.6,3.7,8.4,10.6,7.5,9.2,7.8,4.3,9,10,8.6,12,12.4,10.1,2.5,0.7,5.2,9.8,8.6,7,4.2,7.8,1.8,4.5,7.15,3.45,9.6,5.3,4.15,5.4,2.7,3.1,4.05,4.9,5.2,7.3,7.4,5.3,15.05,4.25,4.9,8.35,5.2,2.7,11.35,3.4,6.15,7.15,4.5,2.85,4.6,14.4,13,11.9,2.65,6.15,7.8,3.95,8.5,5.65,8.4,8.55,9.8,11.35,,
