TONBRIDGE-MABLEDON-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ580447,Long,0.259108,Lat,51.179705,Elevation,190,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,1.84,3.99,1.21,4.29,1.34,1.71,0.98,2.36,1.42,2.9,4.15,0.84,3.3,1.33,1.21,3.18,4.96,3.58,3.03,3.59,1.43,2.37,2.67,3.3,2.6,3.44,1.25,3.8,2.07,3.08,1.99,2.88,0.98,5.32,6.53,3.25,4.86,2.57
February,,,,1.17,3.85,0.91,2.11,1.37,1.14,0.5,4.67,0.66,2.2,1.06,4.27,4.18,5.26,0.6,1.12,2.06,0.57,1.1,2.44,4.07,1.04,4.44,2.51,4.41,1.76,0.57,1.39,2.42,0.81,2.19,0.23,4.37,2.22,4.69,0.94,1.58,2.4
March,,,,2.69,1.82,3.69,1.87,0.91,2.39,3.73,1.67,2.47,4.42,2.83,5.5,0.54,3.94,1.88,0.97,3.96,1.35,2,2.24,2.15,1.72,1.24,0.43,4.13,1.94,0.01,1.06,0.3,1.69,3.22,3.04,0.39,1.52,3.33,0.54,1.42,3.12
April,,,,1.87,0.72,2.14,0.93,2.8,1.91,1.42,1.72,2.25,0.09,2.92,1.44,1.18,1.48,2.36,3.55,3.26,3.06,1.36,3.09,2.46,3.05,2.56,4.15,1.64,2.14,0.93,1.41,4.06,2.09,0.7,2.53,3.16,2.14,2.79,0.72,2.48,2.31
May,,,,1.73,1.91,1.28,1.99,2.03,1.59,1.74,2.67,0.9,0.93,1.5,0.82,4.28,2.37,2.64,1.39,0.13,1.22,1.61,2.26,3.22,4.01,2.39,1.62,1.34,1.35,1.91,3.32,2.75,2.91,2.17,0.86,2.1,0.17,2.6,3.06,1.27,1.56
June,,,,5.39,1.75,4.86,2.77,2.5,2.16,2.53,1.25,1.96,2.72,0.4,0.61,0.48,2.56,2.43,0.72,1.06,1.47,0.03,1.26,0.67,2.29,0.19,3.54,3.9,2.21,1.27,0.88,1.28,1.17,1.51,1.64,2.47,4.32,2.35,0.58,1.16,0.27
July,,,,5.23,0.97,1.03,0.49,1.41,4.07,2.66,2.12,0.35,1.03,2.8,1.12,3.13,1.04,4.31,4.51,2.14,4,0.61,3.27,1.39,3.33,3.69,1.64,5,1.62,1.07,2.02,2.22,2.43,1.93,1.62,0.99,3.83,2.04,1.75,2.39,3.65
August,,,,3.14,0.83,1.85,0.75,2.4,4.87,2.22,2.43,0.39,6.32,1.63,0.9,2.21,2.47,5.98,1,2.9,1.53,1.95,3.14,1.49,3,2.26,1.22,5.24,2.94,2.7,2.8,3.74,0.59,0.79,1.44,3.86,1.05,1.56,1.34,2.13,0.07
September,,,,2.3,1.69,1.73,1.15,0.43,2.47,2.64,0.33,1.62,3.09,1.83,0.82,3.07,1.19,1.57,5.27,1.55,4.42,0.78,2.6,1.97,3.08,1.82,0.76,4.65,0.52,0.37,3.41,2.19,2.31,3.54,1.42,4.39,2.96,2.5,2.88,0.82,1.49
October,,,,5.97,1.78,1.42,4.11,4.97,1.88,5.53,2.37,5,3.15,5.81,1.79,2.72,3.59,3.86,2.06,0.82,1.7,1.1,1.54,7.06,3.8,3.63,2.43,1.81,5.81,3.83,1.55,0.66,6.37,1.82,1.99,3.91,2.15,2.92,3.52,7.65,4.15
November,,,,2.09,1.39,4.51,5.85,2.21,0.93,1.21,3.7,5.65,2.22,3.75,3.5,2.75,4.81,1.64,2.87,2.67,1.36,1.8,1.96,2.5,3.73,3.17,7.17,2.94,3.88,8.02,5.84,4.4,1.09,1.25,3.58,7.33,5.6,1.52,3.36,5.25,7.82
December,,,,2.46,3.46,0.94,2.17,2.82,2.66,3.94,3.93,7.37,3.34,1.39,7.34,7.17,3.2,2.03,2.56,4.16,2.5,1.82,4.24,2.63,4.21,3.59,0.69,4.67,3.6,7.35,2.57,0.63,0.54,0.5,6.42,3.76,3.38,4.48,3.64,1.59,1.42
Total,,,,35.88,24.16,25.57,28.48,25.19,27.78,29.1,29.22,30.04,32.41,30.07,28.95,35.01,33.24,30.51,29.2,29.67,26.76,17.19,31.63,31.04,35.63,31.65,29.46,42.33,31.21,29.28,30.05,26.72,25.08,21.61,27.65,37.71,34.66,37.31,25.58,32.6,30.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
