WEST TOWN (BROCKLEY COURT FARM),,,,,,,,,,,,
Grid ref,ST467670,Long,-2.767558,Lat,51.399515,,,,,,,
Station no,2043/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.64,,
February,,,,,,,,,,1.77,,
March,,,,,,,,,,2.47,,
April,,,,,,,,,,1.68,,
May,,,,,,,,,,1.23,,
June,,,,,,,,,,2.54,,
July,,,,,,,,,,6.70,,
August,,,,,,,,,,5.19,,
September,,,,,,,,,,5.36,,
October,,,,,,,,,,7.77,,
November,,,,,,,,,,4.81,,
December,,,,,,,,,,4.62,,
Total,,,,,,,,,,47.78,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.78,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
