LAIRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NC583070,Long,-4.401148,Lat,58.029462,Elevation,385,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,1.92,3.52,2.8,5.19,5.48,2.1,4.94,3.35,1.55,2.18,1,5.4,2.4,5.48,2.8,5.29,3.27,2.15,1.74,3.8,3.15,4.92,3.11,3.33,,,1.43,3.19,3.53,5.83,2.96,,4.47,2.74,5.61,4.59,4.41,3.6,,5.67,3.59,,,,,,,,,,,,7.33,2.27,2.81,2.92,5.93,6.98,1.26,2.99,6.52,5.08,2.19,3.74,5.11,5.4,5.51,6.58,3.94,1.41,4.06,3.95,2.36,7.67,3.81,2.67,2.49,5.58,7.84,
February,,4.5,2.65,1.69,0.72,1.82,5.34,5.47,2.23,2.3,3.15,5.47,2.91,2.18,1.56,2.26,1.32,1.55,1.8,4.77,2.22,3.76,3.31,3.68,4.35,,,2.02,5.69,0.94,1.82,2.39,,4.53,4.74,5.31,5.39,4.26,3.97,,2.75,4.51,,,,,,,,,,,,4.87,3.92,5.49,2.35,1.9,5.16,0.74,1.58,5.4,0.43,4.73,3.46,5.71,3.14,5.35,3.2,3.56,1.14,3.84,2.86,5.56,3.15,4.73,5.72,1.65,2.9,4.68,
March,,2.25,1.46,1.89,3.29,0.78,6.47,3.9,4.37,2.39,1.9,3.99,6.84,2.8,1.74,2.09,2,1.16,3.93,2.38,4.53,5.57,1.86,2.32,2.71,,,4.5,3.32,3.42,2.45,3.13,,3.1,1.36,3.65,3.4,3.15,4.61,,1.76,,,,,,,,,,,,,0.6,1.75,2.89,5.9,2.3,2.53,1.59,1.87,1.78,3.18,1.31,2.75,2.47,1.66,2.82,4.72,3.17,2.15,2.88,1.2,3.25,2.33,2.68,1.83,2.65,2.98,3.11,
April,2.35,3.69,2.87,2.29,2.79,1.67,4.06,2.12,1.05,2.69,2.07,1.38,2.11,1.2,0.64,1.38,2,2.57,2.27,2.89,2.64,1.12,1.86,1.86,0.07,,,0.77,4.33,3.75,3.22,2.15,,3.74,5.84,2.41,2.8,2.54,2.44,,3.88,,,,,,,,,,,,2.68,3.23,1.91,2.85,2.41,5.23,1.3,2.16,1.34,2.89,4.1,2.52,4.96,2.19,1.49,0.33,1.69,2.32,3.58,1.76,1.12,4.06,1.81,2.57,2.1,3.22,3.06,,
May,1.41,2.17,2.25,3.26,2.66,2.29,1.64,2.61,2.83,2.57,1.4,3.68,2.21,1.76,3.9,3.61,2.22,0.5,1.98,0.81,1.14,2.52,2.9,1.49,1.36,,,2.34,3.18,2.22,1.8,1.14,,2.03,2.56,1.89,3.64,3.36,2,,3.77,,,,,,,,,,,,3.32,3.75,2.29,2.9,2.87,1.91,1.39,2.07,1.99,2.95,2.93,1.33,2.42,2.2,1.07,1.64,2.18,0.98,1.14,2.81,2.28,2.06,3.58,3.55,1.24,2.58,2.44,,
June,1.74,1.76,5.25,2.86,2.56,1.37,2.32,5.08,2.57,2.07,3.08,2.41,4.3,0.77,1.04,2.4,2.91,0.83,2.95,0.56,3.11,1.64,2.92,1.1,,,,1.11,3.06,1.27,2.89,2.76,,1.63,1.87,1.18,1.03,4.19,2.17,,1.03,,,,,,,,,,,,1.75,1.36,2.43,0.88,2.66,3.24,2.7,2.64,2.07,3.48,0.26,2.03,1.52,2.94,1.6,2.27,3.43,1.47,1.95,0.75,1.9,1.41,4.08,3.38,3.24,3.13,3.19,,
July,1.8,4.78,2.98,5.2,2.7,4.11,3.02,3.89,2.91,4.56,4.54,3.49,3.83,3.65,2.57,1.4,2.17,1.95,1.87,1.81,2.45,4.77,2.98,4.08,4.25,,,1.7,1.51,2.49,3.19,2.23,,4.01,0.87,2.8,4.03,1.64,1.46,,3.13,,,,,,,,,,,,2.47,3.08,3.27,1.96,2.06,3.42,2.47,1.45,2.09,3.57,3.48,1.52,4.59,1.75,6.16,3.37,4.66,4.38,6.93,2.55,2.72,2.86,1.48,2.59,5.71,2.98,1.84,,
August,1.68,2.37,3.07,3.29,4,2.78,1.97,5.86,2.97,3.66,1.43,1.48,2.78,3.6,3.18,1.11,1.12,2.73,1.62,4.17,3.06,3.14,2.43,4.1,,,,2.01,3.46,1.2,2.73,2.52,,7.81,3.47,3.68,3.25,3.74,2.32,,4.04,,,,,,,,,,,,2.2,5.48,5.42,1.16,2.61,1.9,2.86,4.95,6.68,1.22,2.32,2.52,4.08,2.9,2.42,2.25,2.51,1.38,2.75,4.28,3.13,4.24,2.35,3.59,4.23,0.24,3.71,,
September,2.98,3.38,3.36,4.62,3.29,2.85,4.46,1.23,6.59,1.86,1.95,3.08,3.48,2.67,1.18,3.96,2.24,3.39,1.31,1.79,2.79,2.81,3.26,5.36,,,,2.72,4.01,5.4,2.7,1.54,,2.83,2.4,2.48,1.46,1.15,4.64,,2.08,,,,,,,,,,,,2.12,3.55,4.44,2.54,2.98,4.83,1.57,3.75,2.87,1.03,4.28,0.14,1.71,4.58,2.78,2.06,3.83,1.85,2.98,1.12,4.42,3.54,3.9,4.36,4.96,6.02,3.61,,
October,2.8,4.02,6.34,5.91,4.1,4.62,3.12,5.72,4.84,2.76,3.13,3.31,1.38,4.51,5.04,3.65,1.96,2.73,3.59,2.96,6,2,4.76,5.6,,,4.34,1.96,4.16,3.52,5.07,3.38,,6.01,4.02,5.01,2.63,1.57,1.18,,3.97,,,,,,,,,,,,1.45,5.43,3.36,3.19,4.61,4.73,4.41,4.78,5.98,4,4.27,4.59,7.7,6.26,5.54,2.19,8.58,3.14,4.01,5.53,7.82,4.88,4.74,3.97,0.72,2.26,4.66,,
