PURFLEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ549795,Long,0.22991685,Lat,51.493229,Elevation,4,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1246/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.07,2.69,2.01,3.83,2.19,3.71,1.82,4.62,1.06,1.16,1.29,2.27,2.8,0.81,1.42,2.1,1.46,0.96,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,1.32,3.42,0.49,0.91,1.23,1.64,0.79,1.69,0.83,1.07,1.98,1.39,1.43,0.73,2.94,5.35,0.9,1.24,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.8,2.78,0.26,1.33,2.93,2.39,2.34,0.33,0.06,1.48,1.01,4.89,0.71,0.63,0.76,2.48,3.59,0.39,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.28,2.21,0.23,2.07,1.67,1.69,0.72,1.06,1.17,0.72,1.42,0.99,1.22,1.4,2.23,2.97,0.97,1.96,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.56,2.45,1.39,1.8,1.66,1.34,2.35,1.46,0.57,1.65,3.28,0.71,2.02,1.58,1.32,2.1,1.12,1.35,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,3.37,2.31,0.31,1.24,0.36,1.54,0.29,1.34,1.67,1.18,2.04,2.16,2.4,0.83,1.2,0.78,1.27,1.38,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.92,1.41,0.81,2.46,3.73,2.75,1.62,1.13,1.51,3,1.11,2.57,0.72,0.86,2.08,2.4,0.68,3.06,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,0.32,0.71,1.56,3.56,0.11,3.57,1.81,0.85,3.37,1.14,3.08,0.14,3.59,1.67,0.95,2.44,2.06,1.53,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,3.21,1.58,2.34,0.89,1.29,0.49,1.84,1.43,3.15,1.02,2.01,1.09,0.96,1.13,2.21,2.29,3.18,2.1,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.23,1.59,2.29,5.97,2.63,1.2,3.3,2.26,3.14,1.68,1.1,0.13,1.68,5.18,0.31,0.69,2.16,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
