"PURFLEET",,,,,,,,,,,,
Grid ref,TQ558778,Long,0.242121,Lat,51.477708,,,,,,,
Station no,1246/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.10,1.46,0.96,1.27,,,,,,,,
February,5.35,0.90,1.24,2.06,,,,,,,,
March,2.48,3.59,0.39,1.50,,,,,,,,
April,2.97,0.97,1.96,0.26,,,,,,,,
May,2.10,1.12,1.35,1.67,,,,,,,,
June,0.78,1.27,1.38,2.83,,,,,,,,
July,2.40,0.68,3.06,3.03,,,,,,,,
August,2.44,2.06,1.53,2.45,,,,,,,,
September,2.29,3.18,2.10,1.46,,,,,,,,
October,0.69,2.16,3.14,,,,,,,,,
November,3.11,2.70,0.79,,,,,,,,,
December,1.66,1.54,0.73,,,,,,,,,
Total,28.37,21.63,18.63,,,,,,,,,
Calc annual,28.37,21.63,18.63,16.53,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
