"PURFLEET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1246/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.71,1.82,4.62,1.06,1.16,1.29,2.27,2.80,0.81,1.42,,
February,1.64,0.79,1.69,0.83,1.07,1.98,1.39,1.43,0.73,2.94,,
March,2.39,2.34,0.33,0.06,1.48,1.01,4.89,0.71,0.63,0.76,,
April,1.69,0.72,1.06,1.17,0.72,1.42,0.99,1.22,1.40,2.23,,
May,1.34,2.35,1.46,0.57,1.65,3.28,0.71,2.02,1.58,1.32,,
June,1.54,0.29,1.34,1.67,1.18,2.04,2.16,2.40,0.83,1.20,,
July,2.75,1.62,1.13,1.51,3.00,1.11,2.57,0.72,0.86,2.08,,
August,3.57,1.81,0.85,3.37,1.14,3.08,0.14,3.59,1.67,0.95,,
September,0.49,1.84,1.43,3.15,1.02,2.01,1.09,0.96,1.13,2.21,,
October,1.20,3.30,2.26,3.14,1.68,1.10,0.13,1.68,5.18,0.31,,
November,2.38,1.39,1.16,3.10,0.24,2.55,0.89,1.65,2.25,4.56,,
December,1.52,1.89,1.60,1.16,2.31,1.90,1.96,1.95,1.22,1.50,,
Total,24.22,20.16,18.93,20.79,16.65,22.77,19.19,21.13,18.29,21.48,,
Calc annual,24.22,20.16,18.93,20.79,16.65,22.77,19.19,21.13,18.29,21.48,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
