"HORHAM RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1374,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,2.50,1.83,3.25,1.73,2.18,2.47,3.31,,
February,,,,0.50,1.86,3.33,4.29,0.87,1.13,2.90,,
March,,,,1.89,4.79,1.44,3.73,2.45,1.01,2.50,,
April,,,,2.23,0.96,1.09,1.95,2.72,4.19,2.69,,
May,,,,1.96,1.30,2.37,1.92,0.75,1.23,0.63,,
June,,,,0.98,1.12,0.91,3.33,2.28,1.24,1.42,,
July,,,,1.90,1.85,4.15,1.13,4.08,2.10,4.07,,
August,,,,1.14,1.55,3.29,5.27,5.35,2.83,2.65,,
September,,,,1.61,0.95,1.38,1.22,2.35,4.02,0.71,,
October,,,,4.39,2.28,1.54,3.29,3.68,3.68,2.62,,
November,,,,2.56,2.87,2.62,3.32,2.07,2.12,2.57,,
December,,,,0.92,6.35,4.38,4.03,1.72,3.98,5.09,,
Total,,,,22.58,27.71,29.75,35.21,30.50,30.00,31.16,,
Calc annual,0.00,0.00,0.00,22.58,27.71,29.75,35.21,30.50,30.00,31.16,,
Difference,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,,
