"HEADINGTON",,,,,,,,,,,,
Grid ref,SP565072,Long,-1.182769,Lat,51.760643,,,,,,,
Station no,1051/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.18,,
February,,,,,,,,,,2.18,,
March,,,,,,,,,,1.04,,
April,,,,,,,,,,0.71,,
May,,,,,,,,,,2.17,,
June,,,,,,,,,,3.51,,
July,,,,,,,,,,4.41,,
August,,,,,,,,,,2.83,,
September,,,,,,,,,,4.27,,
October,,,,,,,,,,6.21,,
November,,,,,,,,,,4.45,,
December,,,,,,,,,,4.12,,
Total,,,,,,,,,,39.08,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.08,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
