BEXHILL-EGERTON-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ737072,Long,0.465577,Lat,50.838261,Elevation,12,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,2.21,3.49,2.91,2.15,4.63,1.15,3,2.26,2.53,2.1,2.81,0.92,4.44,5.24,3.81,5.54,2.75,4.2,2.62,4.79,1.66,2.13,2.4,2.42,3.93,1.11,1.13,4.18,2.8,1.23,1.51,4.2,5.55,1.94,3.98,3.5,2.72
February,,,,,0.79,3.48,2.67,2.98,1.52,0.89,1.37,2.14,0.24,1.6,0.13,3.87,2.36,4.83,0.94,1.53,1.84,2.83,0.67,1.24,1.09,1.65,2.85,1.89,1.46,1.12,4.67,5.72,1.4,1.88,2.44,1.89,1.17,4.41,2.89,0.02,2.13
March,,,,,1.99,0.6,0.32,3.39,2.01,0.04,2.11,0.4,1.46,1.84,2.35,0.57,1.15,4.03,0.55,1.92,2.42,2.25,3.31,0.32,0.02,0.85,1.41,6.9,0.62,0.94,1.33,3.51,2.84,0.3,3.42,1.25,0.42,1.55,1.35,1.49,2.37
April,,,,,2.69,2.11,3.12,1.84,2.27,0.95,1.59,3.25,2.39,0.94,2.12,3.4,1.8,2.58,0.69,2.39,1.47,1.21,1.12,1.24,1.48,1.31,1.6,1.65,1,1.31,2.11,2.12,1.17,1.93,0.48,0.35,1.48,0.37,1.19,2.56,1.42
May,,,,,2.89,2.15,2.14,0.69,2.32,2,2.68,2.14,2.72,2.81,0.5,1.09,0.33,2.19,2.36,0.71,1.72,1.97,2.67,1.8,0.4,1.7,2.86,2,1.4,1.48,1.43,1.95,1.33,1.01,1.8,4.36,0.69,0.86,2.24,0.65,2.65
June,,,,,1.47,0.07,2.57,3.6,2.41,1.82,0.83,1.37,1.21,1.43,2.44,2.05,2.67,1.96,0.44,1.03,0.78,1.99,0.3,1.18,1.12,0.82,2.12,2.28,1.59,0.63,1.35,0.97,0.82,1.54,2.41,2.44,1.95,0.42,3.99,0.5,1.61
July,,,,,2.64,3.97,1.98,2.85,1.12,1.14,2.78,2.77,3.61,1.09,1,0.26,4.01,1.08,1.31,1.53,2.55,2.23,1.81,1.3,2.06,3,2.29,1.41,1.39,1.61,2.46,1.65,0.64,3.13,3.11,1.64,2.26,4.3,2.93,1.91,1.96
August,,,,1.91,3.35,1.5,1.38,3.73,1.19,2.44,3.35,3.59,1.2,0.97,1.65,4.21,1.63,1.73,1.54,1.64,0,3.98,1.55,1.35,2.92,0.95,5.42,0.05,3.43,0.82,2.85,5.34,3.52,2.18,3.32,2.29,3.11,1.85,4.82,0.59,4.66
September,,,,2.23,2.59,2.88,0.6,4.52,0.47,0.89,3.16,2.35,1.96,4.21,1.79,5.1,1.91,2.62,2.54,0.7,,0.28,2.93,1.61,2.29,1.96,2.74,1.32,2.8,2.21,2.63,3.53,4.28,3.21,3.59,2.17,3.2,3.72,3.55,0.15,2.44
October,,,,6.98,4.96,3.71,2.97,1.45,7.15,4.36,2.63,0.61,6.93,2.42,2.19,3.66,1.31,3.79,2.93,8.06,,1.04,2.85,2.3,4.18,1.83,1.26,0.19,1.39,8.45,1.44,2.75,2.95,2.76,3.46,4.74,1.26,1.92,3.69,3.95,6.89
November,,,,2.42,2.69,3.15,6.85,3.32,4.44,6.49,5.99,4.37,1.17,1.41,3.47,5.99,4.07,1.27,3.89,5.37,,4.1,2.31,1.53,5.07,0.48,3.8,1.52,1.98,4.71,5.89,5.3,4.42,2.06,5.65,1.2,0.99,3.68,2.13,5.4,7.55
December,,,,3.22,4.6,5.09,0.96,4.33,2.58,7.52,3.42,0.8,0.41,1.05,7.24,3.43,2.24,4.2,2.83,1.45,,1.35,2.71,2.27,1.79,3.49,3.08,2.47,2.44,1.74,2.81,2.98,3.57,0.83,1.93,3.99,4.05,1.68,3.57,7.27,4.65
Total,,,,,32.87,32.2,28.47,34.85,32.11,29.69,32.91,26.05,25.83,21.87,27.69,34.55,27.92,35.52,23.83,31.87,,27.43,24.85,20.93,24.08,20.17,31.83,24.1,23.43,26.13,30.1,40,29.74,22.06,33.12,30.52,26.13,26.7,36.33,27.99,41.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Sep-Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
