HIGHAM-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ715722,Long,0.465273,Lat,51.422864,Elevation,141,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.73,2.83,0.47,2.58,0.84,1.32,3.19,4.1,2.62,2.1,3.15,1.14,2.89,1.69,2.51,2.64,2.48,1.06,2.45,1.67,1.53,1.34,1.82,1.19,4.56,4.12,2.08,3.84,2.34,2.54,1.85,4.59,1.51,2.05,1.25,2.24,3.27,0.91,1.75,2.7,2.03,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.01,0.65,2.15,3.01,4.53,0.7,0.71,2.61,0.55,0.97,1.84,3.36,0.89,3.14,2.56,3.55,1,0.61,0.82,1.76,1.01,1.15,0.32,3.01,2.14,3.44,0.8,1.29,1.47,1.76,0.5,1.23,1.24,1.33,2.18,1.67,1.27,0.72,5.4,5.8,0.8,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.77,1.8,4.36,1.14,4.67,1.76,0.89,3.38,0.75,1.41,1.85,2.06,0.91,1.03,0.15,2.9,1.95,0.07,1.33,0.22,1.09,2.2,2.68,0.5,0.96,2.99,0.64,1.52,3.69,2.42,2.63,0.49,0.1,1.87,1.37,4.74,0.9,0.71,0.78,3.1,2.85,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.03,2.41,0.81,1.25,1.34,1.82,2.29,4.29,3.34,1.69,2.7,1.54,3.76,1.82,4.96,1.74,1.78,1.52,1.21,3.79,1.46,0.65,1.98,2.94,1.16,2.06,0.6,1.95,1.64,1.8,0.87,1.24,1.67,1.04,1.96,1.54,1.41,1.48,2.12,2.72,1.08,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,0.81,1.03,1.12,4.27,2.01,2.05,1.83,0.16,0.89,1.94,0.73,2.73,2.51,2.44,0.98,1.01,2.5,1.1,4.89,2.8,2.88,1.88,0.49,1.09,0.88,2.69,1.57,1.84,1.1,1.17,2.73,3.01,0.26,3.33,2.97,1.8,1.22,1.71,1.78,2.64,1.1,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.53,0.45,0.76,1.18,1.85,1.97,0.78,1.26,2.49,0.33,1.03,0.97,2.64,0.35,2.57,2.63,3.06,1,0.76,0.8,0.85,1.33,1.36,2.37,5.72,3.04,0.45,1.24,0.59,1.49,0.05,1.17,1.47,1.12,1.91,3.37,2.61,0.93,1.7,1.37,1.52,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.46,2.36,0.78,3.87,1.92,5.77,6.32,2.43,4.24,0.14,3.25,0.85,2.83,3.44,1.79,3.45,1.97,1.01,2.41,3.07,1.5,3.96,1.39,0.6,2.83,0.76,1.59,2.27,4.75,2.93,2.07,1.66,2.26,3.01,1.16,3.76,0.86,0.81,3.05,2.96,0.92,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,3.75,1.32,0.98,1.71,3.07,5.56,2.14,2.61,1.62,0.87,1.86,1.81,2.26,3.45,1.8,5.03,3.11,2.18,2.76,3.47,0.75,0.46,1.67,1.9,1.4,0.77,1.44,2.95,0.04,3.28,1.99,0.97,3.14,2.47,4.22,0.04,4.11,1.69,1.4,3.41,2.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.77,1.79,0.33,2.25,1.01,1.07,4.24,1.01,5.29,1.37,3.03,1.53,2,2.18,0.58,4.57,0.48,0.17,3.53,1.61,1.37,3.34,1.33,3.07,1.73,1.62,2.51,1.21,0.92,0.3,2.82,2.24,2.6,0.59,3.13,1.8,1.44,1.05,2.74,3.63,4.07,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.28,4.94,2.02,1.68,2.5,3.05,2.79,0.64,0.89,0.98,1.62,5.8,3.43,3.28,2.81,1.29,3.64,2.98,1.05,0.6,5.44,1.81,1.77,3.1,1.43,2.26,1.97,7.2,2.4,0.84,2.78,2.06,4.61,2.75,1.77,0.35,1.78,6.41,0.32,1.02,2.29,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
