OTTERBOURNE HILL RESERVOIR,,,,,,,,,,,,
Grid ref,SU453225,Long,-1.355810,Lat,51.000115,,,,,,,
Station no,RR8413,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,1.48,1.04,0.37,,,,,,,,,
February,2.38,0.96,0.57,,,,,,,,,
March,0.69,1.62,1.21,,,,,,,,,
April,0.58,1.14,1.45,,,,,,,,,
May,0.49,0.81,2.01,,,,,,,,,
June,1.97,1.08,3.15,,,,,,,,,
July,0.37,3.56,0.96,,,,,,,,,
August,2.05,2.77,2.45,,,,,,,,,
September,0.35,2.15,0.71,,,,,,,,,
October,1.58,1.57,1.49,,,,,,,,,
November,2.08,0.21,1.71,,,,,,,,,
December,2.78,2.32,1.21,,,,,,,,,
Total,16.80,19.23,17.29,,,,,,,,,
Calc annual,16.80,19.23,17.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
