WARRINGTON TRAINING COLLEGE,,,,,,,,,,,,
Grid ref,SJ615884,Long,-2.580376,Lat,53.391023,,,,,,,
Station no,RR6971,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.51,2.36,2.49,2.38,2.54,1.39,3.74,,,,,
February,3.27,1.37,1.34,1.81,3.21,1.54,2.48,,,,,
March,0.85,2.02,1.46,3.29,1.82,2.75,2.19,,,,,
April,1.46,1.76,2.03,1.56,1.61,2.26,1.23,,,,,
May,1.73,0.97,3.48,3.33,2.06,0.74,2.16,,,,,
June,2.39,1.71,1.48,1.79,1.32,2.48,1.92,,,,,
July,1.80,1.81,1.78,3.64,1.61,2.03,1.27,,,,,
August,4.60,2.86,3.30,3.48,4.23,2.39,2.49,,,,,
September,0.90,0.90,1.15,4.50,1.88,1.89,2.12,,,,,
October,3.59,3.80,3.65,5.53,1.32,3.15,4.11,,,,,
November,2.22,3.17,1.41,3.37,1.93,3.19,1.85,,,,,
December,3.36,3.28,2.68,1.52,2.70,0.40,3.65,,,,,
Total,30.68,26.01,26.25,36.20,26.23,24.21,29.21,,,,,
Calc annual,30.68,26.01,26.25,36.20,26.23,24.21,29.21,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
