"SOUTH SHIELDS (BENT'S PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3557,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.70,4.63,3.15,0.65,4.22,1.47,1.70,7.98,0.99,1.79,,
February,6.48,4.00,1.77,1.91,1.29,0.66,3.23,1.61,0.64,3.12,,
March,2.85,1.48,0.67,0.85,0.27,1.38,4.18,0.65,1.25,0.64,,
April,1.17,1.38,0.77,2.38,1.40,1.61,2.48,1.51,1.72,1.74,,
May,1.66,2.03,2.37,1.67,2.98,1.66,2.50,1.65,0.70,1.49,,
June,0.57,2.96,1.72,1.77,1.72,1.71,1.96,2.89,1.06,1.27,,
July,1.94,2.87,2.08,3.32,1.97,3.25,3.39,1.83,1.59,3.65,,
August,3.69,2.32,3.82,1.87,4.21,3.24,0.15,5.43,1.60,5.22,,
September,0.88,3.17,3.30,6.09,1.96,3.37,1.69,2.55,0.40,2.89,,
October,4.76,3.11,2.40,2.16,2.99,0.86,0.51,1.72,2.50,0.89,,
November,3.72,1.50,3.00,4.78,1.00,3.80,2.60,1.57,2.27,5.01,,
December,0.59,2.85,1.02,1.25,1.69,2.87,2.14,2.22,2.19,3.29,,
Total,32.01,32.30,26.07,28.70,25.70,25.88,26.53,31.61,16.91,31.00,,
Calc annual,32.01,32.30,26.07,28.70,25.70,25.88,26.53,31.61,16.91,31.00,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,,
