"SOUTH SHIELDS, BENTS PARK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ372672,Long,-1.42004,Lat,54.997994,Elevation,36,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,2.19,0.75,2.46,2.06,2.85,2.63,3.71,2.34,1.08,1.97,1.58,2.1,1.28,2.58,2.69,3.12,2.27,0.65,1.67,1.69,3.07,4.06,3.17,2.66,3.49,2.21,3.7,4.63,3.15,0.65,4.22,1.47,1.7,7.98,0.99,1.79,1.6,2.12,1.09,2.73,1.98,4.07,1.54,1.66,2.5,4.93
February,,,,,,2.77,1.93,0.67,1.06,2.03,1.03,0.11,2,3.32,1.27,2.77,2.26,0.79,1.17,0.93,1.11,1.92,1.2,2.88,0.67,2.51,2.62,3.25,1.19,0.88,2.06,6.48,4,1.77,1.91,1.29,0.66,3.23,1.61,0.64,3.12,2.13,0.75,1.56,1.98,2.24,1.75,1.96,3.86,0.51,1.98
March,,,,,,2.2,2.5,2.75,0.94,3.43,2.54,0.61,1.22,1.68,1.01,1.77,1.04,1.37,2.22,0.48,1.9,1.52,2.69,1.06,3.06,0.77,2.27,3.54,0.29,2.35,2.27,2.85,1.48,0.67,0.85,0.27,1.38,4.18,0.65,1.25,0.64,3.5,1.34,0.02,1.05,1.87,0.69,1.16,3.45,0.66,1.55
April,,,,,,0.54,1.32,2.9,1.06,1.66,2.86,0.94,1.38,1.67,1.3,2.38,0.69,1.82,1.18,1.39,1.52,3.23,1.5,1.08,4.42,2.55,1.37,2.44,0.2,0.64,1.2,1.17,1.38,0.77,2.38,1.4,1.61,2.48,1.51,1.72,1.74,1.46,1.54,2.11,0.38,0.89,1.1,0.46,1.9,1.54,0.74
May,,,,,,1.7,1.83,2.16,1.72,0.76,2.97,1.21,1.1,1.94,6.76,2.51,1.93,1.71,1.29,0.86,1.25,2.67,4.13,1.15,1.19,1.12,1.9,2.97,3.19,1.51,1.15,1.66,2.03,2.37,1.67,2.98,1.66,2.5,1.65,0.7,1.49,3.3,2.01,2.18,2.91,1.45,0.47,1.6,2.73,0.49,2.06
June,,,,,,0.4,1.86,0.96,0.56,0.99,0.6,0.62,1.75,0.91,2.07,0.24,3.46,4.48,3.98,1.85,1.48,2.92,0.91,1.95,1.9,2.35,2.7,2.52,2.61,1.71,0.74,0.57,2.96,1.72,1.77,1.72,1.71,1.96,2.89,1.06,1.27,1.83,2.32,1.69,2.31,2.48,2.61,1.99,2.18,2.51,0.53
July,,,,,3.61,2.43,2.93,2.32,3.32,1.39,3.3,1.54,4.24,1.91,4.29,1.94,4.17,4.26,1.86,2.54,3.88,5.36,2.66,1.77,2.36,0.46,2.69,3.42,2.84,2.84,6.86,1.94,2.87,2.08,3.32,1.97,3.25,3.39,1.83,1.59,3.65,1.28,0.84,2.6,1.73,0.88,2.77,2.78,3.09,1.96,3.3
August,,,,,1.79,1.76,2.62,6.41,0.9,2.23,2.09,5.19,2.12,3.7,2.65,3.01,1.94,5.66,2.62,3.46,3.73,5.18,2.4,1.46,3.28,1.78,3.57,1.47,1.94,2.64,1.15,3.69,2.32,3.82,1.87,4.21,3.24,0.15,5.43,1.6,5.22,4.32,1.69,4.22,4.78,0.99,6.54,3.51,3.42,0.8,3.5
September,,,,,1.68,1.93,1.32,1.71,4.75,0.81,1.25,0.8,3.49,1.32,2.55,3.25,2.09,3.57,0.98,1.15,2.77,2.95,1.88,1.92,1.35,3.81,3.08,1.49,1.73,1.56,1.87,0.88,3.17,3.3,6.09,1.96,3.37,1.69,2.55,0.4,2.89,0.84,3.25,0.99,2.33,0.99,2.28,3.79,1.97,0.74,1.95
October,,,,,1.47,1.83,2.45,2.82,2.11,5.88,1.81,1.91,1.35,1.75,3.48,1.51,2.45,1.85,2.57,2.44,1.94,1.61,3.76,3.79,3.88,3.86,1.81,2.15,3.28,5.8,2.98,4.76,3.11,2.4,2.16,2.99,0.86,0.51,1.72,2.5,0.89,1.05,1.93,1.19,4.02,1.95,2.03,1.74,1.04,1.45,5.5
