GLENDEVON (BALD HILL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN9278504406,Long,-3.73055,Lat,56.2201,Elevation,1262,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,8.91,4.61,6.41,4.75,6.72,9.61,9.12,14.82,1.74,7.79,4.92,7.39,7.82,10.44,1.85,5.87,5.51,10.34,5.17,1.77,3.2,4.6,7.34,8.63,3.27,6.17,6.21,8.54,7.8,4.33,5.3,2.44,2.53,4.35,3.06,3.78,7.3,,,
February,,1.31,3.52,6.03,0.94,6.82,7.72,3.53,7.72,2.09,0.58,4.19,0.14,4.05,0.72,6.94,3.56,5.23,2.37,7.27,2.14,6,2.75,7.31,2.47,8.25,4.38,3.5,6.35,7.15,5.93,4.62,1.32,2.75,4.63,1.4,2.88,5.38,,,
March,,12.23,5.25,3.49,1.05,1.76,4.1,4.84,5.45,0.91,4.05,1.04,3.68,4.13,4.08,2.49,3.16,2.78,5.07,4.29,3.53,2.05,4.75,3.5,0.47,6.43,4.82,6.05,7.84,2.02,4.15,3.45,5.55,2.49,5.72,1.58,1.18,5.32,,,
April,,1.66,3.21,3.31,2.69,6.85,3.56,3.08,2.01,1.16,1.75,2.85,6.23,2.51,7.66,5.29,1.8,3.01,0.65,3.28,5.32,2.4,4.06,4.32,4.38,2.11,1.59,9.37,4.2,5.65,4.64,5.15,3.1,3.55,1.91,3.68,1.42,3.06,,,
May,,3.88,5.39,2.24,6.83,8.59,4.1,3.15,2.12,4.97,2.93,5.4,4.56,2.36,3.45,0.55,1.51,3.25,6.33,2.22,1.63,5.3,5.23,4.53,3.68,6.93,1.67,3.95,4.75,3.72,2.43,2.08,1.97,4.33,6.93,5.25,3.79,2.98,,,
June,,0.34,1.67,2.77,3.77,0.92,5.1,5.34,6.09,3.23,3.63,7.29,2.25,2.42,2.8,5.1,2.1,3.2,7.24,3.24,1.05,1.1,1.4,5.23,5.28,6.27,4.72,4.53,8.15,1.53,2.45,4.05,5.55,2.63,3.42,2.47,5.65,2.23,,,
July,,5.08,6.58,3.99,7.8,2,3.8,4.67,4.26,5.05,5.33,7.85,5.38,4.89,3.64,1.38,4.98,4.71,5.58,6.42,6.98,4.85,3.7,3.92,4.06,4.67,5.55,4.52,6.25,2.43,7.15,5.6,3.45,7.54,3.3,1.74,4.77,5.63,,,
August,,9.48,3.06,8.77,5.42,4.27,4.21,7.87,6.38,7.62,6.98,3.53,1.98,3.37,6.33,4.66,3.45,4.66,3.63,2.22,2.01,5.1,8.4,7.33,4.38,2.87,6.63,0.05,12.22,4.32,8.1,8.15,5.35,3.68,4.76,2,6.09,5.28,,,
September,,2.84,2.82,7.98,8.43,3.98,5.05,8.92,5.93,1.64,7.18,2.4,4.21,2.5,6.74,8.77,4.26,4.37,7.08,2.79,3.5,1.95,8.05,5.75,4.35,7.1,9.85,5.78,6.1,2.85,10.98,5.15,4.21,6.73,7.79,3.82,5.02,3.28,,,
October,,6.64,3.85,8.34,,4.57,6.29,7.95,10.38,7.87,8.8,5.33,8.04,5.27,8.99,10.97,5.58,4.78,10.75,4.31,5.65,5.6,5.53,11.93,6.09,8.1,0.49,4.73,7.8,7.15,6.15,1.35,5.58,4.68,11.12,5.57,4.1,5.82,,,
November,,3.58,4.45,3.72,4.5,1.38,9.39,5.95,8.16,8.25,7.33,12.2,6.01,3.14,2.39,6.78,4.96,0.82,10.37,11.99,8.55,4.3,1.56,2.82,9.53,0.85,9.78,6.7,5.35,5.65,6.72,9.35,2.46,9.05,11.89,2.15,1.29,3.62,,,
December,,9.07,6.39,3.7,9.87,4.62,1.82,1.38,6.25,9.23,5.55,5.49,12.89,2.15,9.05,3.12,8.05,3.63,5.09,2.99,4.4,5.2,7.15,3.97,7.23,5.27,6.83,3.43,7.85,9.75,2.48,10.45,5.72,7.25,9.89,9,6.55,10.61,,,
Total,,65.02,50.8,60.75,,52.48,64.75,65.8,79.57,53.76,61.9,62.49,62.76,44.61,66.29,57.9,49.28,45.95,74.5,56.19,46.53,47.05,57.18,67.95,60.55,62.12,62.48,58.82,85.4,60.02,65.51,64.7,46.7,57.21,75.71,41.72,46.52,60.51,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 Oct +T est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
