"CROWBOROUGH (HARECOMB)",,,,,,,,,,,,
Grid ref,TQ515304,Long,0.160184,Lat,51.052968,,,,,,,
Station no,567/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.80,,,,,,,,,,,
February,6.82,,,,,,,,,,,
March,4.25,,,,,,,,,,,
April,2.72,,,,,,,,,,,
May,2.11,,,,,,,,,,,
June,2.40,,,,,,,,,,,
July,3.34,,,,,,,,,,,
August,5.94,,,,,,,,,,,
September,4.41,,,,,,,,,,,
October,1.47,,,,,,,,,,,
November,7.19,,,,,,,,,,,
December,3.62,,,,,,,,,,,
Total,48.07,,,,,,,,,,,
Calc annual,48.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
