CROWBOROUGH-HARECOMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ515304,Long,0.160184,Lat,51.052968,Elevation,680,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,567/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,4.13,1.38,5.53,7.33,4.65,6.26,2.68,3.96,1.02,6.49,2.92,2.82,3.01,2.82,5.61,1.45,1.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.16,5.53,2.5,5.98,1.04,1.68,3.17,3.74,0.5,2.02,1.17,2.4,3.6,2.41,2.26,1.67,6.14,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,3.87,0.82,1.68,4.68,0.71,1.95,3.9,3.46,4,0.53,0.1,2.06,2.01,7.55,1.35,1.14,1.64,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,3.55,4.01,2.69,3.19,0.78,3.23,1.74,1.77,1.76,1.97,1.71,1.4,1.85,1.97,1.34,1.91,2.53,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,0.62,1.88,0.83,2.75,2.98,1.8,1.98,2.59,3.8,2.58,0.94,2.65,2.59,2.33,2.59,1.77,1.49,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.22,3.14,3.48,2.09,0.91,2.73,0.28,2.12,0.2,2.15,1.92,1.86,4.58,2.62,3.33,1.16,1.16,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.24,1.21,4.93,1.2,2.54,3.67,3.87,3.14,4.3,2.54,2.72,5.69,2.39,1.91,2.09,0.15,2.71,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.37,5.41,1.06,2.08,2.79,2.83,0.08,4.45,2.98,1.71,2.89,2.69,7.48,0.22,5.36,2.51,3.18,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,1.49,6.57,3.8,2.39,3.23,0.57,1.74,0.48,2.63,2.12,3.15,2.71,4.38,1.91,2.28,1.77,3.65,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,2.69,4.78,2.61,3.77,5.09,8.08,5.02,1.94,4.35,3.57,5.54,3.54,1.27,0.78,2.43,8.74,0.52,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
