FROME MELLS RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST726491,Long,-2.3929,Lat,51.2406,Elevation,344,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910
January,,,5.65,3.09,2.82,0.35,3.82,4.26,2.02,2.66,4.89,0.83,4.72,,,4.36,6.61,5.15,6.42,5.43,3.54,2.44,6.88,5.87,4.35,6.12,2.36,6.98,2.43,3.97,0.61,1.35,2.79,4.22,5.65,3.86,4.96,3.03,1.08,0.99,4.64,3.45,1.6,2.42,3.39,3.33,1.05,1.79,1.02,7.34,4.7,2.74,1.65,,,,,,,,
February,,,1.75,0.71,1.16,1,2.2,1.37,2.1,3.04,1.5,3.62,0.53,,,3.81,6.09,4.23,2.7,4.46,2.4,2.04,3.61,1.55,3.05,2.54,5.08,2.49,2.37,4.97,4.82,5.47,2.65,4.86,2.95,4.01,0.68,0.66,1.82,1.97,0.77,0.01,1.97,5.4,3.93,0.19,0.47,4.07,2.46,3.51,5.55,1.13,1.27,,,,,,,,
March,,,0.48,0.57,0.65,2.5,1.26,1.47,1.87,4.09,2.84,4.52,6.27,,,1.43,2.35,4.37,2.76,1.65,2.1,2.51,3.15,4.26,1.58,1.61,5.3,2.5,1.67,1.39,3.03,3.12,2.61,1.64,4.15,1.33,3.07,2.58,4.14,3.6,1.7,2.66,1.07,1.11,3.47,3.65,4.1,3.58,0.94,1.59,2.29,3.3,2.36,,,,,,,,
April,,,0.39,2.63,0.04,3,4.13,2.23,3.37,4.51,2.93,0.72,4.87,,,1.07,2.49,3.66,3.4,1.45,0.75,5.32,2.72,0.88,2.64,1.87,4.35,3.68,3.89,3.36,1.97,0.9,5.37,0.89,1.69,2.64,3.31,1.64,2.78,4,2.37,0.75,0.97,0.06,3.31,2.66,0.88,3.65,1.89,3.59,1.85,2.99,2.04,,,,,,,,
May,,,3,2.66,2.46,2.08,3.98,1.88,2.31,1.42,3.24,1.35,6.12,,,2.36,2.03,2.28,1.34,5.61,2.15,1.25,2.28,1.91,0.89,3.19,0.67,3.29,6.52,2.77,0.7,2.77,1.92,2.12,2.35,2.89,4.64,2.43,2.68,1.48,1.89,3.13,0.99,1.7,2.09,0.31,0.31,0.97,4.42,3.1,2.67,1.72,2,,,,,,,,
June,,,4.45,3.08,2.51,3.45,1.66,3.02,1.32,2.9,8.65,2.99,4.34,,,0.66,2.44,2.13,0.88,1.49,0.62,2.86,3.78,1.57,1.64,4.02,1.88,1.26,3.4,5.85,2.25,3.2,4.82,4.5,4.33,1.3,1.29,1.34,3.01,1.59,3.46,1.78,2.11,0.98,3.19,0.94,2.01,3.14,2.55,1,2.56,1.26,3.69,,,,,,,,
July,,,2.85,4.14,1.75,2.67,1.49,4.14,2.38,3.34,2.42,3.81,4.11,,,3.73,2.26,4.85,1.12,1.28,2.03,5.11,2.67,3.36,1.31,6.43,1.25,4.33,1.85,4.13,5.05,3.43,5.04,4.51,3.97,0.33,2.56,2.35,7.25,2.36,3.31,3.11,2.16,4.61,5.98,4.14,0.89,2.62,0.35,0.98,0.66,3.12,1.95,,,,,,,,
August,,,6.61,3.12,1.2,1.92,2.76,3.43,2.31,4.86,6.84,1.43,1.89,,,5.44,4.4,1.88,6.62,1.5,3.11,1.2,4.29,3.57,4.94,2.52,4.4,4.74,6.93,8.02,0.89,7.98,3.85,2.85,2.17,2.65,1.6,2.31,2.05,4.19,3.12,6.96,4.38,1.38,2.82,3.65,1.8,4.77,2.15,1.01,3.32,1.82,3.83,,,,,,,,
September,,,3.38,2.31,1.05,1.53,2.98,3.26,2.89,4.46,2.67,3.88,3.94,,,0.1,8.65,2.37,3.8,5.86,1.73,5.89,3.52,2.95,6.55,4.37,6.47,3.53,2.42,4.02,5.08,1.82,4.12,5.28,2.05,5.63,2.44,3.6,1.65,1.28,1.62,2.21,4.15,2.26,2.69,0.88,8.38,3.73,1.2,3.38,0.58,1.9,1.81,,,,,,,,
October,,,2.7,4.35,3.98,7.41,3.36,2.98,3.47,3.89,4.15,1.88,7.68,,,7.2,1.86,4.55,4.19,2.86,8.02,3.03,5.01,3.24,6.72,7.65,1.8,2.99,5.93,1.64,6.56,2.24,6.58,4.18,1.2,5.46,5.73,2.72,1.6,3.8,1.74,10.4,3.81,2.95,4.25,4.5,4.48,1.81,4.3,3.31,3.38,2.71,2.74,,,,,,,,
November,,,8.04,2.77,2.2,1.11,0.96,0.98,1.72,4.09,3.47,4.92,1.46,,,4.74,3.76,1.72,2.21,3.42,2.73,1.27,6.35,3.54,2.88,6.73,4.8,7.67,4.16,0.6,4.03,5.66,5.72,5.76,2.44,4.71,5.49,3.49,7.23,2.06,2.73,3.99,2.16,2.52,7.2,7.32,0.84,0.98,3.94,4.16,3.28,0.89,3.03,,,,,,,,
December,,,4.1,0.47,2.86,2.13,2.82,1.19,3.65,3.62,2.97,2.03,2.93,,,2.98,4.63,2.2,7.96,4.8,2.44,3.24,7.14,1.06,4.13,2.04,8.74,2.75,2.37,2.26,4.91,4.23,4.92,1.7,4.93,1.63,6.54,3.13,3.86,1.69,1.77,6.44,1.54,4.08,3.85,2.87,5.6,6.96,4.63,2.53,7.67,7.26,2.91,,,,,,,,
Total,,,43.4,29.9,22.68,29.15,31.42,30.21,29.41,42.88,46.57,31.98,48.86,,,37.88,47.57,39.39,43.4,39.81,31.62,36.16,51.4,33.76,40.68,49.09,47.1,46.21,43.94,42.98,39.9,42.17,50.39,42.51,37.88,36.44,42.31,29.28,39.15,29.01,29.12,44.89,26.91,29.47,46.17,34.44,30.81,38.07,29.85,35.5,38.51,30.84,29.28,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1852 Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1856 Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1860 Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1872 Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
