MONMOUTH-CORNWALL-HOUSE-NEW-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO507127,Long,-2.7165049,Lat,51.810748,Elevation,55,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4030/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,6.09,1.65,4.06,2.42,3.07,0.91,4.92,4.41,2.9,6.34,2.72,5.18,3.01,7.66,2.61,2.19,3.02,2.76,4.9,1.23,0.51,3.26,2.77,0.7,2.23,3.61,3.38,1.66,2.32,5.02,4.8
February,,,,,,,,,,,0.52,1.73,0.09,4.18,0.38,3.37,2.58,4.3,0.91,1.73,2.8,3.73,0.36,2.03,0.6,2.34,1.39,2.14,1.13,1.43,7.12,5.66,0.49,1.33,2.92,1.71,0.34,3.61,5.77,0.29,3.98
March,,,,,,,,,,,3.05,0.6,1.84,2.99,2.77,0.56,2.97,5.09,0.12,1.35,1.89,2.58,2.99,1.08,0.17,0.78,1.04,7.14,1.73,1.25,1.51,3.81,1.69,0.97,3.32,2.23,0.93,2.34,0.75,3.61,2.69
April,,,,,,,,,,,2.97,3.26,3.08,1.21,2.64,4.88,2.57,1.61,0.08,3.13,2.59,1.07,2.3,0.56,1.16,1.27,2.06,3.15,2.68,2.82,1.82,2.51,2.31,3.71,0.15,1.12,2.36,0,0.54,3.34,1.98
May,,,,,,,,,,,0.92,3.51,3.73,2.53,2.05,0.92,0.76,2.22,1.99,0.81,2.58,2.22,4.24,4.04,0.64,2.34,4.16,2.16,4.13,2.98,1.55,3.21,3.91,2.05,2.42,5.49,0.76,1.39,2.75,1.49,1.67
June,,,,,,,,,,,0.53,3.15,2.04,2.65,1.05,2.76,4.18,0.76,1.24,1.94,0.71,1.52,0.07,1.65,1.89,2.95,1.87,1.81,2.06,0.42,1.72,1.36,1.48,2.34,4.79,4,2.88,0.84,3.72,0.69,1.84
July,,,,,,,,,,,2.91,3.89,2.89,0.92,1.3,0.3,6.39,2.99,3.65,4.58,3.04,1.89,1.23,1.83,1.35,2.96,1.11,1.85,0.97,1,2.79,1.12,1.25,3.44,1.97,0.08,2.9,2.26,2.07,3.15,3.27
August,,,,,,,,,,,3.69,4.14,1.72,0.5,2.67,1.39,0.32,1.93,3.11,1.41,0.06,3.36,4.68,2.64,2.39,3.99,5.74,1.07,4.83,1.95,4.33,3.4,4.74,2.53,2.9,0.75,2.55,2.4,1.83,0.94,3.67
September,,,,,,,,,,,3.6,1.74,3.33,2.47,2.2,3.91,3.13,1.89,1.54,0.67,0.59,0.51,1.6,2.37,3,1.82,5.11,1.22,2.42,1.81,3.35,3.63,3.06,3.15,2.23,1.11,3.8,3.21,6.47,0.07,3.89
October,,,,,,,,,,,3.15,0.49,5.64,3.69,1.71,3.52,1.66,3.89,3.47,2.66,4.76,2.07,1.9,2.69,4.57,3.42,1.15,0.51,3.86,6.24,1.16,1.19,3.92,2.82,3.14,1.58,1.58,1.69,3.42,2.5,8.59
November,,,,,,,,,,,4.07,6.29,1.66,0.67,2.35,6.49,2.66,1.57,4.12,4.72,7.01,3.27,0.84,1.59,4.68,0.71,5.84,2.13,1.63,3.65,5.36,7.28,4.21,1.57,7.83,4.06,0.79,2.42,2.55,5.48,6.62
December,,,,,,,,,,,4.02,1.59,2.02,1.12,7.05,3.61,4.37,2.56,4.31,1.3,1.52,2.51,4.58,1.77,2.93,6.42,3.91,1.79,5.8,1.69,1.51,3.59,1.66,1.27,2.74,4.37,5.21,3.11,3.55,8.9,3.24
Total,,,,,,,,,,,35.52,32.04,32.1,25.35,29.24,32.62,36.51,33.22,27.44,30.64,30.27,29.91,27.8,29.91,25.99,31.19,36.4,27.73,36.14,26.47,32.73,40.02,31.49,25.88,36.64,30.11,27.48,24.93,35.74,35.48,46.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is from 1950s record. Altitudes match. NGR is 100m E of Cornwall House but the new gauge is stated as being 80 yards E from old gauge, therefore the NGR might be OK. The gardens to Cornwall House do appear to extend behind adjacent properties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
