LANGSETT MOOR SWINDEN LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE189009,Long,-1.716519,Lat,53.504456,Elevation,1032,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.39,1.97,5.12,5.21,3.55,7.81,4.36,3.19,3.56,5.97,6.68,7.04,5.4,4.57,2.95,5.92,5.82,3.52,11.61,1.77,7.32,6.28,5.92,3.87,4.24,2.97,5.08,6.51,6.27,6.6,4.22,4.55,3.69,6.45,8.09,4.47,6.32,5.04,11.02,2.18,2.88,4.42,6,1.87,3.77,3.36,6.64,3.45,5.39,4.36,6.37
February,5.22,5.78,2.47,1.8,3.7,6.36,7.2,0.62,6.31,2.25,4.01,0.28,4.9,8.61,1.28,6.39,3.6,1.71,5.82,0.44,0.99,5.93,0.45,7.78,0.19,7.04,4.68,6.44,2.18,4.29,3.23,5.25,1.27,3.9,2.16,5.71,6.86,3.71,3.69,2.7,8.1,4.46,1.58,2.68,3.75,3.38,1.48,3.46,6.41,0.23,3.11
March,1.06,2.62,5.05,6.35,5.18,1.57,6.83,2.99,1.7,5.8,3.46,3.65,2.79,3.32,1.55,1.71,1.76,4.74,3.92,0.46,2.96,0.21,3.02,3.03,3.97,2.2,3.72,4,1.04,3.46,3.45,5.79,2.63,1.92,0.66,1.46,1.75,8.09,2.2,1.38,2.3,5.93,2.19,3.21,2.85,3.13,2.3,3.13,3.07,2.1,2.8
April,3.75,3.12,1.32,4.19,1.87,1.87,2.72,2.65,1.63,1.86,6.69,1.23,4.88,3.58,2.49,4.02,2.55,4.64,1.95,1.84,3.12,5.63,6.03,1.41,2.92,3.54,1.84,2.84,0.44,2.44,3.71,2.8,2.52,3.18,3.1,2.89,1.96,4.81,2.96,4.4,4.93,2.6,2.74,3.7,0.66,1.66,3.23,0.47,1.07,5.69,2.66
May,4.17,1.2,3.9,3.1,2.47,1.99,2.68,2.53,2.99,1.86,5.08,1.94,1.28,4.94,5.69,4.62,3.66,1.48,1.78,2.9,2.41,3.17,6.03,1.92,2.48,0.5,1.63,3.18,3.35,2.32,0.86,3.23,4.01,3.58,3.37,3.82,2.72,3.58,2.28,2.79,2.71,4.4,2.52,2.68,4.8,3.91,1.25,1.51,4.01,1.17,2.14
June,3.65,4.04,4.26,1.81,4.38,1.23,3.48,2.26,2.01,1.1,3.4,0.31,2.18,0.94,1.98,0.11,3.71,4.52,4.17,1.14,3.76,5.19,0.85,2.74,1.43,4.14,4.64,1.47,3.59,2.66,0.73,0.95,1.07,2.71,2.33,3.36,4.26,2.84,5.29,0.67,1.43,1,2.33,3.83,2.22,3.38,3.85,1.11,5.36,2.32,1.69
July,3.93,0.43,6.69,1.46,3.29,4.95,2.51,2.15,3.47,3.89,6.79,1.63,4.68,3.92,4.31,1.84,4.19,3.05,1.23,3.46,8.65,4.85,4.44,3.11,2.45,1.8,3.75,2.97,3.89,6.48,3.38,2.45,4.19,2.07,3.06,1.71,3.8,2.1,1.35,3.88,2.7,3,2.34,4.59,3.64,0.95,8.86,3.48,5.41,3.01,5.08
August,5.41,3.57,7.95,1.51,2.57,4.77,2.66,7.91,1.94,3.46,2.23,5.38,6.67,4.49,4.28,3.98,4.38,6.14,3.89,3.48,4.62,6.9,2.7,0.75,2.94,2.03,1.4,0.92,2.8,1.99,1.49,5.25,5.37,4.82,4.04,3.34,4.46,0.49,5.57,3.01,3.42,5.8,2.79,3.98,5.5,0.99,9.87,6.24,3.59,0.92,4.6
September,0.36,2.83,2.27,2.86,3.37,0.63,2.15,2.32,11.31,2.31,1.72,1.23,4.25,4.48,4.56,3.48,2.44,6.04,0.45,0.94,6.02,5.53,3.62,2,3.01,6.52,5.4,1.98,2.55,2.04,3.64,0.46,2.62,4.56,6.12,2.45,6.99,2.08,1.93,1.94,6.39,3.04,4.71,2.95,4.35,1.76,4.49,5.72,5.07,0.22,4.25
October,3.39,4.29,4.44,5.38,3.21,2.35,7.72,6.65,3.06,3.84,3.16,2.37,1.04,4.05,6.34,5.1,4.96,5.19,5.92,5.03,5.41,2.1,7.65,5.4,4.67,10.3,5.06,3.91,10.1,3.81,5.82,4.91,4.88,2.36,5.22,7.19,1.86,1.2,3.09,4.48,2.25,1.06,7.29,2.29,6.36,3.49,3.26,4.58,3.84,3.8,8.59
