DUNNING KIPPEN HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO018128,Long,-3.588362,Lat,56.297431,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,4.19,5.39,5.98,4.58,4.43,3.87,4.34,8.13,7.27,14.85,1.68,6.15,3.84,6.16,5.18,6.39,1.2,6.31,5.75,8.82,5.24,1.74,3.72,4.05,6.84,3.85,2.76,5.73,6.91,7.63,3.51,2.68,,2.03,,,,,,,,
February,,,,,,,,,,1.99,4.85,0.53,3.67,6.57,1.34,5.66,6.4,1.68,4.27,2.51,1.55,3.48,0.11,3.96,0.15,3.96,4.26,5.85,1.86,4.84,2.39,6.33,1.77,3.61,1.15,5.23,2.2,3.4,5.86,4.2,4.29,,0.39,,,,,,,,
March,,,,,,,,,,3.98,4.46,5.53,3.65,2.05,1.08,1.59,2.57,3.78,6.63,0.26,3.75,2.19,3.32,2.91,5.18,1.46,3.6,3.56,1.97,3.13,4.11,2.83,3.18,1.45,0.21,2.36,3.4,6.39,2.84,1.64,3.38,2.57,2.62,,,,,,,,
April,,,,,,,,,,3.13,2.94,1.31,3.27,3.78,2.6,4.83,3.56,1.47,1.25,1.46,1.59,2.15,4.66,1.24,5.29,5.89,1.38,2.53,0.2,2.37,3.3,2.62,3.43,2.16,2.76,1.62,0.65,7.86,2.32,2.15,2.99,2.86,3.45,,,,,,,,
May,,,,,,,,,,0.98,4.51,2.85,1.78,1.03,6.02,6.18,3.02,2.29,1.84,3.54,2.04,4.6,3.83,1.69,2.43,0.68,0.94,2.82,4.68,1.97,2.98,4.98,4.57,4.24,2.57,5.45,1.87,4.51,2.45,2.49,1.88,1.92,1.56,,,,,,,,
June,,,,,,,,,,2.19,1.34,0.53,1.73,0.8,2.38,0.31,5.85,3.96,4.44,1.96,2.74,5.4,1.28,1.83,2.58,4.36,1.86,1.99,4.53,2.16,1.05,0.75,1.46,2.47,3.25,3.86,3.31,4.21,6.3,0.96,1.93,1.99,3.21,,,,,,,,
July,,,,,,,,,,0.81,3.05,4.55,4.49,2.66,6.41,2.74,3.63,4.65,1.3,3.78,3.82,5.05,4.18,3.22,2.92,0.79,4.99,3.37,4.47,5.08,7.93,3.54,3.2,2.07,2.65,4.05,5.42,4.38,4.43,1.75,4.83,3.14,2.3,,,,,,,,
August,,,,,,,,,,1.77,4.62,6.12,1.64,5.66,3.93,2.9,2.47,6.44,4.74,4.13,6.13,3.4,0.61,1.23,5.62,4.1,1.82,4.56,2.04,1.6,0.93,4.9,6.31,7.03,3.02,1.85,4.1,0.01,11.51,3.25,5.38,5.91,5.08,,,,,,,,
September,,,,,,,,,,1.26,1.62,1.79,1.68,5.58,5.54,3.25,3.69,5.43,3.56,0.67,7.24,1.7,2.24,1.71,4.84,6.47,4.07,2.31,4.32,2.41,2.83,1.53,4.62,3.8,4.1,5.12,6.75,4.03,4.25,1.97,9.23,3.15,1.72,,,,,,,,
October,,,,,,,,,,0.88,2.14,4.08,2.37,4.43,3.56,3.84,5.38,6.91,6.45,4.93,4.83,1.97,7.4,5.68,6.06,7.85,2.71,4.33,8.13,5.53,5.73,3.79,2.79,7.23,5.07,6.06,0.46,2.61,3.86,5.69,2.95,0.59,4.56,,,,,,,,
November,,,,,,,,,,6.04,4.67,3.77,2.29,3.12,2.41,0.63,9.1,4.28,4.84,5.71,4.99,9.11,1.85,2.88,1.16,5.85,3.41,0.52,8.95,7.84,7.61,4.38,1.16,1.69,7.71,1.1,7.72,4.19,2.58,4.66,4.22,9.11,2.24,,,,,,,,
December,,,,,,,,,,7.77,5.75,4.67,5.49,3.71,9.68,4.14,0.5,2.43,5.51,9.01,5.41,2.96,9.97,1.35,7.85,3.56,6.75,3.46,3.98,2.24,4.33,3.59,5.99,3.18,5.28,5.43,5.28,2.03,7.64,6.5,1.5,4.31,3.12,,,,,,,,
Total,,,,,,,,,,34.99,45.34,41.71,36.64,43.82,48.82,40.41,54.3,50.59,59.68,39.64,50.24,45.85,45.61,32.88,50.47,46.17,42.1,41.05,53.95,44.41,44.93,42.96,42.53,45.77,41.62,44.89,46.89,50.53,61.67,38.77,45.26,,32.28,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917 deleted estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
