"BLACKBURN CORPORATION PARK",,,,,,,,,,,,
Grid ref,SD672288,Long,-2.498929,Lat,53.754523,,,,,,,
Station no,RR4264,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.49,2.57,4.48,4.11,3.70,2.27,5.35,1.82,3.73,2.69,,
February,3.82,1.77,1.51,3.95,4.14,2.54,3.24,2.09,3.62,2.14,,
March,0.64,3.50,3.54,5.12,2.70,2.62,3.46,4.05,3.13,2.46,,
April,2.64,2.35,2.57,2.81,3.14,3.55,2.10,2.08,2.14,4.21,,
May,2.10,0.77,3.59,3.37,2.70,0.61,4.19,3.83,2.87,2.82,,
June,2.59,1.96,1.45,1.67,2.08,2.89,1.58,8.35,2.08,2.92,,
July,2.30,1.99,4.18,3.69,1.85,3.20,2.73,3.15,4.33,6.88,,
August,5.98,2.52,3.20,5.91,4.48,3.47,3.97,5.27,4.07,3.20,,
September,2.68,1.23,2.01,5.47,1.67,3.54,1.14,1.21,4.67,2.75,,
October,7.56,4.31,5.18,9.24,2.53,4.03,6.46,3.17,1.52,5.80,,
November,3.31,7.03,2.14,3.88,3.80,5.33,4.27,2.73,4.09,1.89,,
December,4.66,4.51,3.90,2.86,3.05,0.93,4.53,4.64,2.63,6.93,,
Total,43.77,34.51,37.75,52.08,35.84,34.98,43.02,42.39,38.88,44.69,,
Calc annual,43.77,34.51,37.75,52.08,35.84,34.98,43.02,42.39,38.88,44.69,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
