IDSWORTH QUARRY,,,,,,,,,,,,
Grid ref,SU746156,Long,-0.939734,Lat,50.935032,,,,,,,
Station no,690/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.98,2.66,1.23,2.51,3.20,4.76,2.45,,,,,
February,6.44,0.77,1.50,3.37,1.77,0.18,5.33,,,,,
March,5.15,2.98,0.52,3.86,1.45,0.42,2.15,,,,,
April,2.52,1.65,1.79,0.35,0.58,2.03,0.36,,,,,
May,2.61,2.65,2.75,3.15,4.20,0.26,1.27,,,,,
June,2.77,1.65,2.15,3.84,2.94,2.40,2.08,,,,,
July,2.29,0.52,5.20,3.85,1.00,2.75,4.67,,,,,
August,6.98,3.39,2.34,3.62,1.51,3.74,3.25,,,,,
September,3.58,3.61,3.16,4.35,2.27,4.63,3.39,,,,,
October,1.37,5.24,4.62,3.31,4.06,1.84,2.40,,,,,
November,9.24,4.91,1.74,6.64,2.88,0.76,2.91,,,,,
December,3.32,3.16,0.96,3.76,4.32,5.34,3.13,,,,,
Total,50.25,33.19,27.96,42.61,30.18,29.11,33.39,,,,,
Calc annual,50.25,33.19,27.96,42.61,30.18,29.11,33.39,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
