ROYSTON-EARLS-HILL-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL3545440689,Long,-0.026166,Lat,52.048048,Elevation,225,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.7,0.93,1.03,0.79,1.61,1.31,3.57,2.72,1.03,3.16,1.01,1.56,2.18,3.9,2.25,2.36,2.49,1.24,2.51,0.98,2.5,2.42,2.72,1.45,2.32,1.85,1.16,1.18,1.49,2.02,3.31,3.85,2.53,4.46,1.82,2.27,2.32,4.21,1.33,1.98,1.46,1.43,3.42,1.2,1.02,2.73,1.65,0.89,0.84,2.44,3.3,1.17,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,1.91,1.34,1.14,0.34,2.31,1.02,1.26,0.69,1.67,2.77,3.68,0.61,0.77,3.29,0.32,0.28,1.73,2.85,0.62,3.16,2.39,3.27,1.36,0.69,0.53,1.97,0.37,1.93,0.5,2.19,2.14,2.94,0.43,0.58,1.73,1.92,0.98,1.03,0.95,1.29,1.96,1.59,0.88,1.26,3.04,4.04,0.59,1.64,2.02,1.55,0.8,2.35,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.07,0.93,2.53,2.96,0.93,2.12,3,2.1,3.37,1.72,4.43,1.58,0.73,2.42,1.33,1.29,1.92,1.91,0.79,1.2,0.2,2.06,1.24,0.07,1.47,0.17,1.8,1.61,1.63,0.55,0.72,3.84,0.36,2.08,2.92,3.13,1.21,0.61,0.25,0.6,1.45,4.75,0.88,0.96,0.52,3.2,3.51,0.48,2.25,1.39,0.55,1.19,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1,2.93,2.93,1.38,2.36,0.89,0.19,1.97,0.99,0.92,1.27,1.44,3.33,3.87,3.36,1.38,2.84,1.34,2.69,1.39,3,1.75,0.94,1.64,1.95,3.23,2.33,1.03,1.78,2.81,1.53,2.67,0.35,2.98,1.47,1.26,0.8,0.93,1.46,0.96,1.36,1.93,1.45,1.65,1.75,2.47,1.15,2.15,0.23,0.54,1.34,0.26,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.18,3.26,1.3,1.65,3.07,1.39,1.63,1.87,1.04,1.84,2.89,2.5,1.87,0.3,1.74,1.14,1.35,1.25,4.36,2.23,2.14,1.1,1.68,1.66,2.81,2.54,4.59,1.85,0.63,1.36,0.78,2.72,2.3,1.49,1.25,2.12,2.21,1.78,1.18,2.26,2.26,0.87,3.16,1.9,2.49,2.63,2.07,1.8,2.68,3.58,0.44,1.1,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,3.49,1.45,1.98,3.83,1.65,2.22,3.45,1.37,1.7,1.23,2.24,2.69,0.72,1.43,1.34,0.64,1.04,0.68,2,0.31,2.51,2.57,2.02,1.09,1,1.49,0.73,2.03,1.22,2.78,4.57,2.19,0.61,1.72,0.38,0.85,1.72,2.52,1.28,1.8,3.13,2.03,3.16,0.95,1.19,1.16,1.33,1.82,2.07,2.09,2.63,2.3,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.66,2.28,3.08,3.66,1.81,0.38,1.79,2.47,2.56,3.57,1.39,5.31,2.54,3.28,3.46,0.27,3.98,2.63,4,2.36,2.76,2.46,2.46,2.71,2.72,4.96,1.81,0.8,1.87,1.39,5.39,2.38,1.29,1.61,4.16,2.1,2.65,0.61,1.54,2.85,2.98,2.04,1.35,2.56,5.56,1.28,0.69,2.54,2.9,0.26,2.67,2.68,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.07,2.35,2.17,2.22,1.52,0.67,6.07,1.01,1.08,3.14,2.76,4.49,0.95,2.43,1.02,0.84,2.61,4.02,2.07,2.4,1.2,3.03,2.28,0.59,2.38,3.94,2.41,1.19,1.92,1.05,0.48,2.45,1.92,2.62,0.16,3.64,1.17,1.78,2.2,1.72,3.19,0.02,4.36,0.88,3.2,4.46,4.72,2.45,3.12,1.55,4,2.36,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.08,0.72,1.29,2.06,1.1,1.12,2.26,1.95,0.84,1.37,0.68,1.58,5.68,1.08,2.11,1.28,2.65,2.41,2.87,2.64,2.09,4.3,0.63,0.24,4.15,2.26,1.66,2.6,1.27,3.68,3.08,2.02,2.34,1.73,0.47,1.01,1.06,1.14,2.81,2.9,2.65,1.01,1.8,0.38,2.74,2.12,2.78,2.4,1.41,1.55,2.06,3.2,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.63,2.67,1.12,4.07,2.71,2.5,1.99,3.08,1.93,1.64,2.4,3.75,1.16,0.56,0.72,0.78,0.76,3.53,3.77,2.96,2.48,1.62,2.94,3.15,1.03,0.69,4.21,1.7,1.82,2.39,1.47,2.97,2.61,4.62,2.25,2.54,3.44,2.24,3.47,2.32,1.52,0.2,2.13,4,0.37,1.11,2.22,2.84,2,3.02,1.48,2.04,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,4.08,2.18,0.87,0.81,3.41,2.63,1.94,1.77,3,1.97,3.4,1.38,2.1,1.74,0.75,1.68,1.27,1.34,2.66,1.8,3.45,2.57,1.74,4.79,4.19,2.58,1.73,1.4,2,3.83,2.9,1.82,2.56,3.47,6.58,2.41,2.24,1.22,3.07,0.24,4.7,1.15,1.31,2.31,4.4,3.83,3.34,1.58,4.03,1.34,1.06,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,2.44,3.04,1.76,2.96,3.98,4.29,2.47,0.98,6.27,3.9,2.66,0.72,2.08,3.95,1.75,1.36,1.97,2.15,2.9,1.59,0.34,2.71,2.49,4.33,2.69,0.7,0.38,0.48,3.34,2.2,1.57,2.75,3.09,1.13,1.46,1.32,2.12,1.11,0.97,2.55,1.84,2.78,1.92,1.56,1.24,1.65,1.96,0.58,1.96,2.05,2.89,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,25.31,24.08,21.2,26.73,26.46,20.54,29.62,21.98,25.48,27.23,28.81,27.61,24.11,28.25,20.15,13.3,24.61,25.35,31.24,23.02,25.06,29.86,22.5,22.41,27.24,26.38,23.18,17.8,19.47,26.25,27.94,32.6,20.39,28.49,24.65,24.57,21.92,19.18,20.51,21.47,28.5,19.8,25.82,19.61,27.52,30.68,26.01,21.17,25.51,21.36,23.22,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
