COPPLESTONE-COPLESTONE-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS771020,Long,-3.7445,Lat,50.8046,Elevation,315,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.01,3.66,6.19,1.29,4.61,1.52,1.5,5.12,4.74,5.86,2.52,4.19,2.77,5.34,4.4,4.84,6.46,5.02,1.51,5.1,3.58,3.59,2.17,3.18,1.1,5.7,6.23,4.7,7.12,2.87,4.47,4.86,6.95,2.54,4.32,3.32,4.17,6.81,1.77,1.09,3.44,4.67,0.74,2.23,5.67,4.22,2.85,3.77,,
February,4.82,1.63,2.6,0.92,3.33,5.3,7.16,1.11,1.84,3.72,0.97,0.43,3.41,7.52,1.6,5.2,2.87,3.71,3.51,2.26,1.87,3.16,0.02,3.81,0.16,3.87,3.89,6.33,1.21,1.53,3.68,4.02,0.58,2.36,0.8,2.46,3.99,1.98,1.95,1.56,6.08,4.28,0.89,1.71,3.63,4.03,0.27,5.27,4.66,,
March,0.48,2.08,5.14,4.76,6.31,0.47,4.26,3.74,1.4,4.92,3.21,2.01,3.74,1.07,1.8,0.71,0.71,3.9,3.41,0.21,3.14,2.18,2.18,2.9,2.84,1.72,3.52,4.64,0.2,1.67,2.38,3.91,2.34,1.44,0.37,0.67,1.73,6.04,1.27,2.33,0.92,4.7,3.17,1.05,2.68,1.31,1.62,2.78,1.31,,
April,2.33,1.91,0.22,3.17,1.62,0.97,1.18,2.06,2.07,2.21,4.48,0.72,3.95,3.03,2.81,3.6,2.01,1.91,1.9,1.24,3.68,4.06,2.84,1.05,3.09,4.72,2.77,3.63,0.37,3.08,3.59,1.05,1.12,0.97,1.66,0.8,2.44,2.38,2.62,1.94,2.35,2.74,3.18,2.27,0.63,1.16,1.5,0.49,0.69,,
May,3.07,1.06,1.55,3.01,1.35,1.75,2.21,2.03,1.38,0.99,1.44,1.47,1.04,2.75,3.65,4.86,1.69,0.59,1.46,2.18,2.15,3.55,2.73,3.15,1.83,1.84,0.57,2.48,2.53,0.46,1.34,2.69,4.86,3.16,0.97,3.7,5.08,2.72,1.95,1.85,2.72,2.58,2.51,2.27,2.95,3.77,1.04,1.52,3.12,,
June,2.8,2.34,4.42,1.19,2.21,1.54,1.9,4.8,0.9,0.56,2.2,0.77,1.15,0.58,1.74,0.05,3.3,2.33,1.47,2.63,0.4,3.58,1.17,2.03,2.49,2.74,1.16,1.15,1.34,4.02,0.85,1.48,0.46,2,1.73,2.35,2.6,2.86,2.03,0.42,1.86,1.72,1.46,1.91,3.78,3.43,3.36,2.24,5.16,,
July,2.66,0.39,1.85,0.77,4.07,3.54,1.57,2.41,3.72,2,4.42,0.92,2.46,3.07,3.93,3.47,1.3,3.55,1.83,1.96,1.91,5.78,2.99,1.59,0.99,0.64,6.05,2.04,3.01,5.95,3.98,1,1.14,2.86,1.92,3.56,1.39,1.59,1.75,3.12,4.57,2.44,0.94,2.58,3.25,3,3.21,3.13,2.73,,
August,4.54,1.24,6.68,1.39,2,2.98,4.3,6.58,3.16,3.46,0.89,1.67,4.08,2.31,4.32,2.45,1.42,3.3,2,2.61,3.63,3.69,1.93,2.1,3.89,2.7,0.21,1.87,5.69,1.88,0.32,4.54,3.04,2.5,4.37,1.81,4.14,0.77,3.45,1.34,5.08,3.74,5.68,2.76,2.48,0.66,3.11,2.92,3.71,,
September,0.18,2.29,1.16,2.23,2.14,1.22,3.51,1.56,6.89,1.56,1.9,0.92,2.92,3.21,4.92,3.96,1.88,5.98,1.29,0.45,4.6,1.54,4.56,1.38,2.13,4.08,2.48,2.61,1.28,0.93,2.15,0.78,3.11,3.83,2.36,2.25,4.56,1.98,1.45,2.64,5.43,2.93,3.26,3.8,2.93,2.29,7.53,3.59,4.02,,
October,6.38,3.99,4.02,4.66,3.44,4.54,6.44,5.98,1.72,2.25,4.11,1.06,1.41,6.01,4.84,3.1,3.18,1.56,4.3,5.68,5.09,0.89,8.22,3.72,2.67,5.42,1.73,4.03,3.8,4.29,3.41,2.58,2.9,3.96,4.6,4.47,2.62,1.05,4.71,7.49,1.53,1.62,4.91,2.92,2.4,1.85,2.24,2.41,3.28,,
November,6.68,4.54,2.25,4.1,3.35,2.37,5.76,2.67,3.73,3.78,2.1,3.65,1.98,2.83,4.83,3.02,8,3.13,4.01,8.4,6.13,6.38,2.54,1.26,2.02,5.68,4.09,2.22,5.71,8.03,7.36,2.63,1.01,3.35,6.03,0.73,5.26,3.04,2.04,4.06,7.72,6.11,4.45,2.86,7.03,3.88,2.09,2.48,3.34,,
December,6.95,8.88,4.45,3.33,8.07,7.89,3.54,1.32,5.11,6.36,3.12,2.52,5.63,3.56,3.94,4.73,0.72,3.18,4.94,8.38,4.85,2.15,2.05,1.82,9.21,5.05,2.88,3.14,4.48,2.4,3.6,2.87,4.33,2.94,4,5.04,4.78,3.87,5.25,2.3,4.54,3.14,3.87,1.05,4.21,6.61,4.63,2.96,4.98,,
Total,,31.36,38,35.72,39.18,37.18,43.35,35.76,37.04,36.55,34.7,18.66,35.96,38.71,43.72,39.55,31.92,39.6,35.14,37.51,42.55,40.54,34.82,26.98,34.5,39.56,35.05,40.37,34.32,41.36,35.53,32.02,29.75,36.32,31.35,32.16,41.91,32.45,35.28,30.82,43.89,39.44,38.99,25.92,38.2,37.66,34.82,32.64,40.77,,
