TEYNHAM-NORTON-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ968612,Long,0.82263031,Lat,51.315864,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,2.91,4.5,3.06,1.64,2.46,1.44,3.43,1.95,3.17,1.85,3.18,0.98,2.92,2.19,2.46,1.76,2.64,1.54,4.48,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,0.54,1.98,0.59,1.24,1.67,3.51,0.83,4.17,2.96,4.2,1.15,0.32,1.1,2.43,0.38,1.35,0.14,3.9,2.39,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.01,3.52,1.14,1.42,1.88,2.16,1.31,1.13,0.4,2.83,2.44,0.02,1.34,0.19,1.28,2.56,2.77,0.35,0.73,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.35,3.89,2.65,1.52,1.82,1.88,3.78,2.34,4.09,1.55,2.19,1.19,1.05,3.7,2.27,0.76,2.57,2.58,1.41,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.16,0.33,0.94,1.2,0.83,3.59,3.42,2.68,1.07,0.87,2.67,1.03,3.85,2.61,3.32,1.91,0.91,2.28,0.46,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.05,1.01,1.24,0.24,1.74,0.71,2.14,0.53,2.57,3.46,2.1,1.55,0.83,0.85,0.39,1.63,0.89,1.99,3.39,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,3.22,2.73,2.69,0.36,2.05,0.99,3.1,2.77,1.48,4.16,1.11,1.03,2.54,2.25,3.34,1.21,1.22,0.85,4.26,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,0.62,3.04,1.24,1.12,1.97,1.84,2.62,1.27,2.49,3.61,2.52,1.81,3.75,3.03,0.49,0.58,1.6,3.22,1.21,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,4.97,1.29,4.24,0.32,2.72,1.46,2.06,2.2,0.71,4.18,0.61,0.35,4.09,2.21,1.96,3.39,1.71,3.2,2.09,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.53,1.37,0.96,1.48,2.2,6,3.69,3.69,3.67,1.29,4.61,3.42,1.45,0.51,6.34,1.32,2.01,2.96,2.39,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
