"WINTERBORNE WHITCHURCH VIC.",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1609,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.75,3.39,2.98,3.11,0.86,5.80,7.59,4.38,,,,
February,2.64,0.09,4.87,0.07,4.18,3.46,7.50,1.08,,,,
March,1.26,1.86,4.15,3.40,1.37,5.40,5.04,0.20,,,,
April,2.89,3.08,1.56,2.13,4.66,2.03,2.60,0.02,,,,
May,3.81,3.59,1.52,0.94,1.11,0.34,3.43,2.15,,,,
June,3.96,3.02,1.29,1.58,4.26,3.16,0.70,0.93,,,,
July,4.73,3.97,2.53,0.18,0.81,5.35,2.48,3.37,5.70,,,
August,4.04,1.57,1.20,3.00,2.89,0.26,1.26,3.82,,,,
September,2.23,3.78,2.27,3.25,4.02,2.97,3.02,2.37,,,,
October,0.56,6.87,2.25,2.11,6.27,2.10,5.80,,,,,
November,5.90,2.76,0.86,1.96,9.05,3.92,1.79,,,,,
December,1.73,1.92,1.22,10.50,6.47,5.55,4.91,,,,,
Total,36.50,35.90,26.70,32.23,45.95,40.34,46.12,,,,,
Calc annual,36.50,35.90,26.70,32.23,45.95,40.34,46.12,18.32,5.70,0.00,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,,
