STORRINGTON RECTORY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,450,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,6.87,1.50,4.64,
February,,,,,,,,,2.01,1.55,1.07,
March,,,,,,,,,3.29,0.05,1.53,
April,,,,,,,,,3.06,0.81,2.37,
May,,,,,,,,1.56,1.28,3.28,2.18,
June,,,,,,,,3.08,2.72,2.22,0.69,
July,,,,,,,,3.43,1.75,2.18,3.07,
August,,,,,,,,4.82,2.61,2.93,4.07,
September,,,,,,,,6.84,0.81,0.63,3.03,
October,,,,,,,,3.56,8.97,5.43,2.73,
November,,,,,,,,3.73,3.85,9.25,5.90,
December,,,,,,,,5.01,4.33,8.11,4.30,
Total,,,,,,,,,41.55,37.94,35.58,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.03,41.55,37.94,35.58,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
