DORCHESTER MANOR HOUSE,,,,,,,,,,,,
Grid ref,SU579942,Long,-1.164641,Lat,51.643628,,,,,,,
Station no,RR6471,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.78,1.27,0.72,2.60,2.53,,,,,,,
February,3.54,1.18,1.08,1.12,2.79,,,,,,,
March,0.73,1.61,1.25,3.05,1.30,,,,,,,
April,0.79,2.01,1.24,2.19,1.40,,,,,,,
May,1.32,1.54,1.95,3.18,3.44,,,,,,,
June,2.21,1.29,2.02,5.81,1.14,,,,,,,
July,1.18,2.79,0.60,2.54,2.51,,,,,,,
August,2.71,1.89,2.65,3.42,2.02,,,,,,,
September,0.27,2.07,1.78,2.22,1.54,,,,,,,
October,2.11,1.16,1.50,6.85,0.97,,,,,,,
November,1.46,0.53,2.54,1.88,1.70,,,,,,,
December,3.29,3.51,1.50,1.19,2.28,,,,,,,
Total,22.39,20.85,18.83,36.05,23.62,,,,,,,
Calc annual,22.39,20.85,18.83,36.05,23.62,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
