KINGS SUTTON SCHOOL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7050,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.71,2.40,3.16,,,,,,,,,
February,0.78,0.46,3.39,,,,,,,,,
March,2.40,0.67,2.32,,,,,,,,,
April,6.28,1.24,2.84,,,,,,,,,
May,2.29,1.59,0.86,,,,,,,,,
June,2.39,0.49,0.79,,,,,,,,,
July,3.57,0.28,4.52,,,,,,,,,
August,0.75,2.50,4.30,,,,,,,,,
September,2.15,1.44,2.53,,,,,,,,,
October,2.01,1.81,0.71,,,,,,,,,
November,0.92,1.33,1.38,,,,,,,,,
December,2.11,1.68,2.97,,,,,,,,,
Total,28.36,15.89,29.77,,,,,,,,,
Calc annual,28.36,15.89,29.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
