"BOLTON (HACKEN SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SD737075,Long,-2.398541,Lat,53.563450,,,,,,,
Station no,2842/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.68,4.83,1.77,4.43,2.61,5.67,3.48,3.68,3.16,5.54,,
February,2.31,1.32,1.50,3.67,2.92,0.85,2.64,6.87,0.59,2.83,,
March,5.34,2.48,2.17,2.88,2.01,1.61,3.88,1.97,1.96,1.13,,
April,2.37,3.30,3.13,0.96,3.05,3.41,0.61,1.52,3.01,2.24,,
May,2.46,2.19,2.49,2.98,4.07,1.66,1.42,4.08,1.80,2.45,,
June,1.09,3.61,1.76,4.37,3.47,2.67,2.16,5.02,2.80,2.04,,
July,3.58,2.85,5.70,6.25,1.05,6.72,6.33,3.97,3.38,6.82,,
August,4.38,4.10,5.27,5.54,1.15,11.55,6.32,5.48,0.48,5.96,,
September,3.27,3.51,4.33,5.58,3.63,3.70,6.87,5.40,0.29,3.40,,
October,1.31,4.14,1.87,7.50,2.63,3.02,5.12,4.53,4.29,4.88,,
November,8.59,2.91,4.48,6.47,2.25,2.15,2.09,1.84,4.39,7.21,,
December,7.94,4.32,1.80,7.03,6.18,3.72,4.79,4.25,6.72,4.19,,
Total,47.32,39.56,36.27,57.66,-999.00,46.73,45.71,48.61,32.87,48.69,,
Calc annual,47.32,39.56,36.27,57.66,35.02,46.73,45.71,48.61,32.87,48.69,,
Difference,0.00,0.00,0.00,-0.00,-1034.02,-0.00,0.00,-0.00,0.00,-0.00,,
