HALESOWEN ROMSLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO964805,Long,-2.054364,Lat,52.422477,Elevation,616,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,2.4,4.09,2.06,2.87,2.42,3.9,3.29,4.66,1.61,5.48,2.12,2.36,2.22,3.26,1.17,3.8,3.53,3.25,6.18,3.79,4.1,4.21,5.74,2.71,2.77,3.34,2.83,5.43,1.91,0.87,2.2,2.13,1.02,1.28,2.27,3.64,1.89,2.67,,
February,,0.16,2.88,6.17,0.7,3.55,2.41,2.8,2.24,0.71,0.93,2.66,0.45,3.28,0.42,2.88,2.84,4.86,0.74,1.48,3.14,3.11,1.04,1.8,1.49,2.61,2.36,1.48,2.01,0.64,5.17,3.28,0.53,1.36,2.82,1.82,0.94,3.65,5.14,,
March,,1.24,1.91,1.85,1.27,0.97,0.54,2.86,3.14,0.19,2.85,0.3,1.78,3.06,2.51,0.67,2.18,3.16,0.43,1.43,1.85,2.79,2.28,1.12,0.51,0.97,1.02,5.22,1.7,1.84,1.41,3.84,2.93,1.8,2.91,3.85,1.26,2.56,1.29,,
April,,1.21,3.19,2.86,3.64,2.76,2.91,1.77,1.73,0.62,3.38,4.24,3.52,1.04,2.21,3.88,2.04,3.12,0.15,1.94,3.49,1.8,1.69,1.16,1.96,1.05,2.63,2.3,2.01,2.56,2.25,3.08,2.31,3.04,0.44,1.26,1.72,0.12,0.51,,
May,,1.35,1.44,2.07,6.17,3.62,4.63,1.83,0.84,2.11,2.12,4.74,6.19,2.03,1.02,1.13,1.45,2.5,1.87,1.23,3.08,3.35,4.4,3.79,0.87,3.09,2.8,2.77,2.13,2.5,1.66,3.81,5.09,2.64,3.14,6.11,1.08,1.91,2.42,,
June,,0.55,0.92,0.51,2.54,0.29,1.75,4.51,3.18,1.9,1.55,4.56,1.2,2.69,1.01,3.25,4.31,0.62,1.84,2.33,0.73,1.75,0.26,2.35,1.71,3.27,2.97,2.44,3.97,0.33,3.12,1.3,3.12,3.25,3.56,3.33,2.49,1.81,4.36,,
July,,0.55,5.77,4.26,3.73,3.38,2.24,6.33,1.2,1.59,4.48,3.82,3.66,2.25,2.55,0.45,6.35,3.12,3.6,5.81,2.79,3.56,2.18,0.95,3.27,3.04,1.84,3.4,1.62,2.33,3.37,1.47,0.87,5.33,4.29,0.67,3.86,4.06,4.67,,
August,,3.7,5.62,2.55,3.69,3.47,2.19,4.17,2.07,2.21,4.71,5.44,3.06,1.06,2.62,2.43,0.68,0.69,2.5,1.9,0.22,4.15,2.63,1.8,2.68,2.11,7.95,0.96,5.34,1.5,3.45,4.52,4.38,3.46,5.19,0.68,5.56,3.68,2.41,,
September,,1.01,3.55,2.83,4.44,4.27,1.17,5.29,0.62,1.13,4.15,2.74,3.29,0.84,2.19,4.82,3.46,2.46,1.91,1.37,1.16,0.97,1.5,2.57,3.33,1.64,3.27,1.97,3.53,1.51,4.89,2.8,1.99,3.17,1.74,2.12,3.32,5.19,5.4,,
October,,1.99,0.41,4.19,4.47,3.67,2.64,2.01,5.32,4.53,2.9,0.91,3.84,5.39,1.78,3.76,1.55,3.03,2.93,3.61,4.55,2.87,3.25,2.27,3.59,4.65,0.67,0.58,3.09,5.31,0.85,0.59,5.19,2.11,6.1,2.13,1.66,1.62,2.24,,
November,,2.4,1.28,1.85,2.47,1.79,6.12,4.23,3.33,8.36,3.15,4.43,1.75,1.11,2.31,6.48,3.08,1.58,3.68,5.09,6.6,3.58,1.46,1.74,5.01,0.25,6.33,2.09,2.1,3.15,4.48,8.11,2.34,1.88,8.71,4.12,0.85,1.97,2.09,,
December,,1.98,4.17,3.66,3.45,3.16,0.45,2.86,2.14,5.66,3.18,1.01,1.12,0.57,5.39,3.76,2.68,2.55,4.18,1.95,1.99,1.9,3.65,1.59,2.02,4.5,3.34,2.97,5.11,1.81,2.55,2.87,2.53,1.2,2.49,2.21,3.27,2.18,3.25,,
Total,,18.54,35.23,34.86,39.44,33.35,30.95,41.95,30.47,30.62,38.88,36.97,32.22,25.54,27.27,34.68,34.42,31.22,27.08,34.32,33.39,33.93,28.55,26.88,29.15,29.95,38.52,29.01,38.04,25.39,34.07,37.87,33.41,30.26,42.67,30.57,29.65,30.64,36.45,,
