"PENN (RAYNERS)",,,,,,,,,,,,
Grid ref,SU905935,Long,-0.693804,Lat,51.633041,,,,,,,
Station no,1002,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.90,2.13,0.89,1.17,3.13,4.67,2.26,3.56,3.41,3.49,,
February,5.67,0.75,2.15,2.41,2.12,0.36,4.03,3.31,0.12,2.91,,
March,4.06,2.73,0.58,3.05,1.39,1.01,1.96,1.89,2.83,1.34,,
April,3.20,1.82,2.58,0.43,0.67,1.81,0.32,1.59,2.73,0.81,,
May,2.62,3.14,1.87,3.77,4.93,0.24,1.61,2.62,0.74,2.08,,
June,1.16,1.03,2.96,4.19,2.56,2.76,1.55,4.11,1.67,1.85,,
July,1.27,0.59,4.24,3.33,0.34,3.43,3.85,2.71,3.38,4.08,,
August,4.14,3.33,2.42,3.51,0.67,4.17,3.50,4.09,2.34,3.02,,
September,3.37,3.37,2.39,2.40,2.14,3.58,3.52,5.25,0.08,4.01,,
October,1.20,3.50,2.99,2.39,3.23,2.04,2.50,3.28,3.04,7.36,,
November,6.96,3.66,1.62,5.46,1.81,0.66,2.35,2.96,2.46,4.21,,
December,1.78,3.15,0.71,3.03,2.97,4.53,3.16,3.59,5.50,3.83,,
Total,39.33,29.20,25.40,35.14,25.96,29.26,30.61,38.96,28.30,38.99,,
Calc annual,39.33,29.20,25.40,35.14,25.96,29.26,30.61,38.96,28.30,38.99,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
