"CHEW STOKE (WALLEY COURT)(PUMPING STATION)",,,,,,,,,,,,
Grid ref,ST570619,Long,-2.618890,Lat,51.354537,,,,,,,
Station no,1976/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.77,3.61,0.68,2.83,4.29,4.52,2.90,2.91,3.90,3.79,,
February,5.01,0.80,1.94,4.13,2.31,0.21,3.42,4.18,0.27,2.72,,
March,3.65,3.42,0.86,3.98,1.44,1.14,2.44,0.98,3.02,2.65,,
April,4.32,1.89,3.74,0.66,1.45,1.73,0.07,1.13,3.19,2.00,,
May,2.46,3.92,2.13,2.78,4.18,0.63,1.80,2.83,1.23,0.94,,
June,0.71,3.57,1.93,4.91,2.66,2.49,1.97,3.49,1.16,4.45,,
July,1.15,0.96,4.34,3.88,0.23,1.93,3.84,3.17,2.43,5.60,,
August,6.05,6.07,3.80,2.61,0.70,4.10,3.32,4.63,1.33,5.25,,
September,2.61,3.63,3.91,6.31,2.69,3.83,4.39,5.05,0.25,3.81,,
October,1.24,4.95,2.60,4.16,1.63,1.99,3.68,3.00,2.94,7.32,,
November,8.18,3.94,2.58,7.76,4.81,0.76,3.38,2.33,5.24,4.97,,
December,2.68,3.04,1.06,2.94,4.65,3.20,2.50,4.51,6.99,5.04,,
Total,41.83,39.80,29.57,46.95,31.04,26.53,33.71,38.21,31.95,48.54,,
Calc annual,41.83,39.80,29.57,46.95,31.04,26.53,33.71,38.21,31.95,48.54,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
