"HAYFIELD BROAD CLOUGH",,,,,,,,,,,,
Grid ref,SK068872,Long,-1.899238,Lat,53.381607,,,,,,,
Station no,2643/7/2,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,3.85,2.92,3.90,2.85,5.37,1.70,3.10,1.80,,
February,,,1.57,3.60,4.09,2.53,3.05,1.90,4.12,3.18,,
March,,,3.33,4.88,2.17,4.10,2.99,3.50,4.30,3.35,,
April,,,2.43,2.65,2.40,3.00,2.05,2.52,2.86,2.90,,
May,,,3.78,2.80,2.64,1.19,5.20,4.61,3.70,2.59,,
June,,,2.35,1.35,1.18,2.64,2.04,7.25,2.08,3.80,,
July,,,3.09,3.86,1.97,2.56,2.51,3.43,4.95,6.23,,
August,,,4.30,5.20,4.97,5.24,4.33,5.19,3.75,3.55,,
September,,,1.42,5.40,1.73,2.86,1.96,0.88,3.60,3.63,,
October,,,5.50,9.20,1.57,4.20,6.32,6.40,1.45,6.00,,
November,,,2.65,4.52,3.78,5.37,4.72,3.54,3.49,1.72,,
December,,,3.55,2.05,2.40,0.84,3.80,3.22,3.20,6.95,,
Total,,,37.82,48.43,32.80,37.38,44.34,44.14,40.60,45.70,,
Calc annual,0.00,0.00,37.82,48.43,32.80,37.38,44.34,44.14,40.60,45.70,,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
