"HAYFIELD, BROAD CLOUGH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2643/7/2,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.10,5.15,4.35,6.00,2.90,3.89,4.18,3.71,8.16,3.75,5.33,
February,3.36,0.63,5.41,5.15,1.20,6.73,3.65,2.49,3.70,1.19,1.15,
March,2.33,2.62,1.90,2.43,1.15,2.53,1.70,5.38,2.96,0.96,3.37,
April,5.20,1.68,3.00,3.38,2.51,2.35,2.35,3.96,1.61,1.86,3.69,
May,5.30,1.88,1.14,4.14,6.04,3.83,3.46,1.53,1.44,3.26,2.37,
June,3.30,0.32,2.85,1.96,2.43,0.36,,6.19,5.53,1.60,3.39,
July,5.51,1.13,4.53,5.23,4.88,2.45,3.39,2.72,1.97,3.52,7.62,
August,2.18,4.12,5.93,5.14,7.22,3.47,4.59,5.90,5.94,3.80,6.72,
September,2.53,1.48,4.71,5.33,5.28,5.00,3.45,8.04,0.81,2.16,5.22,
October,2.04,2.44,1.61,4.37,5.84,6.34,4.19,3.50,6.57,5.61,6.64,
November,1.15,2.58,3.43,4.02,2.85,6.00,5.26,5.34,5.80,8.26,4.88,
December,3.78,6.55,5.35,5.14,4.08,2.95,2.31,1.39,3.10,7.72,3.91,
Total,40.78,30.58,44.21,52.29,46.38,45.90,,50.15,47.59,43.69,54.29,
Calc annual,40.78,30.58,44.21,52.29,46.38,45.90,38.53,50.15,47.59,43.69,54.29,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,-0.00,0.00,0.00,-0.00,
