Rainfall at,GOOLE
,
Station no,3177,
,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,2.16,3.10,3.01,2.40,2.62,1.95,2.58,4.52,0.85,1.42,
February,2.90,1.26,0.64,1.93,1.79,2.53,1.79,1.31,0.60,3.95,
March,2.45,1.74,0.42,0.35,0.58,1.01,4.31,0.55,1.39,1.48,
April,0.98,0.72,0.96,2.89,1.66,1.16,1.88,1.31,2.22,2.30,
May,1.40,2.67,2.37,1.79,1.50,1.15,1.17,1.76,1.61,1.94,
June,0.24,1.38,1.85,2.46,2.97,2.16,2.49,3.63,0.70,0.71,
July,3.74,2.16,1.03,2.04,1.39,2.05,2.37,1.04,2.33,2.57,
August,1.92,2.50,2.65,3.54,2.93,4.18,0.43,3.17,1.92,4.04,
September,0.51,1.61,2.64,4.54,1.23,3.56,0.99,1.08,0.42,3.06,
October,2.38,1.66,1.63,2.59,2.97,0.64,0.72,1.48,2.85,1.05,
November,2.93,1.13,1.84,3.56,0.44,4.61,1.39,0.86,3.18,3.64,
December,0.59,1.59,1.02,1.22,1.14,2.24,2.03,1.85,1.72,1.66,
Total,22.20,21.52,20.06,29.31,21.22,27.24,22.15,22.56,19.79,27.82,
Calc annual,22.20,21.52,20.06,29.31,21.22,27.24,22.15,22.56,19.79,27.82,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
