DERWEN-MINFFORDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ030483,Long,-3.447604,Lat,53.02317,Elevation,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,7.14,1.13,6.75,3.65,5.65,3.38,3.91,2.31,5.34,3.72,5.16,6.72,2.7,2.85,5.13,5.76,4.33,4.27,5.17,3.38,8.97,2.67,1.81,3.82,5.73,1.19,3.04,3.68,4.5,4.75,4.19,6.42,8.03
February,,,,,,,,,4.2,0.66,0.7,3.69,0.07,3.08,0.39,4.56,2.65,5.93,1.58,3.63,3.16,3.87,1.6,2.65,2.04,4.58,4.96,1.85,2.31,1.95,6.43,3.97,1.33,3.15,3.58,2.68,0.7,3.05,7.19,0.3,4.28
March,,,,,,,,,1.5,0.28,3.35,0.94,2.77,2.16,2.75,1.13,2.97,3.1,0.87,3.97,2.46,3.31,1.94,1.01,0.83,1.18,1.91,7.04,1.46,1.87,2.29,5.37,1.46,2.29,2.63,2.26,1.65,2.5,1.56,1.64,2
April,,,,,,,,,1.03,1.3,4.1,5.01,4.7,0.92,2.86,3.6,2.16,3.65,0.2,2.37,2.98,1.13,2.39,1.82,1.28,2.48,0.84,3.24,2.4,3.96,5.08,3.49,2.05,3.1,0.95,1.56,2.07,0.48,1.02,5.09,2.28
May,,,,,,,,,1.23,2.3,1.8,4.25,2.83,1.67,2.17,1.81,2.14,1.93,2.84,1.87,2.45,3.12,3.16,4.23,2.29,4.66,2.7,3.16,1.35,3.33,1.7,3.16,3.02,2.04,4.72,5.28,0.76,1.86,3.49,2.02,1.52
June,,,,,,,,,4.32,2.04,1.06,4,1.46,2.42,0.99,4.35,5.6,1.87,4.37,3.09,2.02,0.93,0.42,2.89,2.29,3.5,3.75,2.57,4.89,0.62,1.87,1.29,1.75,2.76,3.1,3.53,1.79,1.4,4.76,1.79,1.39
July,,,,,,,,,1.35,2.68,4.77,1.89,4.63,1.61,1.14,1.05,5,2.07,3.14,6.57,3.76,1.75,3.34,2.8,2.05,2.35,1.71,3.51,2.53,2,3.96,1.54,1.34,3.99,2.85,0.7,4.47,7.15,5.2,3.41,3.1
August,,,,,,,,,3.52,3.38,4.67,6.48,2.49,1.16,3.56,1.13,0.8,0.93,3.17,1.96,0.69,4.09,4.36,3.49,2.58,2.11,4.9,0.49,4.85,3.64,5.95,5.34,3.15,3.24,4.81,1.55,6.02,7.68,3.23,0.82,3.38
September,,,,,,,,,1.53,2.24,4.97,5.53,3.53,1.07,2.8,5.96,5.07,1.7,1.55,0.9,2.58,0.88,2.85,5.67,4.95,2.2,4.52,1.62,2.19,1.29,7.71,3.85,3.56,4.33,4.18,1.73,3.42,7.39,5.39,0.19,5.15
October,,,,,,,,,6.09,5.47,7.33,1.84,6.45,5.54,5.78,7.55,3.02,3.29,6.22,3.14,4.28,5.29,2.49,4.98,5.36,5.78,1.52,0.62,2.94,7.09,3.22,1.54,7.72,1.84,7.44,2.93,2.91,4.22,3.48,4.63,4.46
November,,,,,,,,,7.68,8,5.77,7.5,3.52,1.26,2.19,4.76,4.95,1.92,5.87,6.68,8.13,2.81,1.29,3.63,7.15,0.62,5.65,4.37,3.07,5.92,5.1,8.31,3.35,3.13,7.76,1.99,1.9,2.54,2.04,4.97,8.77
December,,,,,,,,,3.51,8.67,6.45,2.9,2.35,1.27,6.49,3.41,5.75,3.03,3.74,3.24,2.2,2.45,4.48,1.85,4.24,4.17,4.31,2.93,5.33,4.83,4.3,6.92,4.72,1.28,5.01,4.48,4.27,2.74,3.27,7.6,3.82
Total,,,,,,,,,43.1,38.15,51.72,47.68,40.45,25.54,35.03,41.62,45.45,33.14,38.71,44.14,37.41,32.48,33.45,40.78,39.39,37.9,41.94,34.78,42.29,39.17,49.42,48.6,39.18,32.34,50.07,32.37,34.46,45.76,44.82,38.88,48.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from the 1950s record and matches the Long/Lat on the 1920s record. Altitudes match. There is a house called Minnfordd about 200m W so NGR might be slightly out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
