WEST DERBY CROXTETH HALL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6973,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.48,0.84,3.85,3.79,1.31,,,,,,,
February,2.97,2.55,1.18,0.82,1.96,,,,,,,
March,0.91,1.17,4.87,3.10,3.27,,,,,,,
April,2.94,2.25,0.36,3.67,0.67,,,,,,,
May,2.71,0.92,2.30,2.50,1.81,,,,,,,
June,3.54,2.99,3.98,2.12,1.54,,,,,,,
July,4.65,0.82,4.35,1.85,4.70,,,,,,,
August,4.13,3.59,6.11,2.25,2.51,,,,,,,
September,0.66,4.48,1.42,1.77,3.25,,,,,,,
October,2.04,2.95,3.51,2.54,2.52,,,,,,,
November,5.17,2.83,2.47,3.47,3.21,,,,,,,
December,3.44,4.77,3.06,2.53,5.67,,,,,,,
Total,35.64,30.16,37.46,30.41,32.42,,,,,,,
Calc annual,35.64,30.16,37.46,30.41,32.42,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
