"FLEETWOOD (MEMORIAL PARK)",,,,,,,,,,,,
Grid ref,SD328474,Long,-3.024651,Lat,53.918364,,,,,,,
Station no,3058/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.04,3.45,1.60,2.72,2.43,,-999.00,,,,,
February,3.50,0.98,0.97,3.57,1.79,,-999.00,,,,,
March,4.57,2.23,0.54,2.02,1.47,,-999.00,,,,,
April,1.18,3.05,2.75,0.98,,,-999.00,,,,,
May,2.90,2.56,2.09,2.80,,,-999.00,,,,,
June,0.95,2.74,1.45,3.44,,,-999.00,,,,,
July,1.60,0.95,3.82,3.43,,,-999.00,,,,,
August,3.88,3.38,2.81,4.99,,,-999.00,,,,,
September,3.84,2.92,5.53,7.08,,,-999.00,,,,,
October,1.19,4.23,1.79,8.12,,,-999.00,,,,,
November,8.29,1.73,4.52,7.05,,,-999.00,,,,,
December,7.67,3.58,1.88,3.51,,,-999.00,,,,,
Total,43.61,31.80,29.75,49.71,,,-999.00,,,,,
Calc annual,43.61,31.80,29.75,49.71,5.69,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,-999.00,NaN,NaN,NaN,,
