"MIDHURST KING EDWARD VII SANATORIUM",,,,,,,,,,,,
Grid ref,SU880250,Long,-0.746810,Lat,51.017653,,,,,,,
Station no,RR4903,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.62,1.28,,
February,,,,,,,,,1.07,0.45,,
March,,,,,,,,,3.14,4.94,,
April,,,,,,,,,2.66,1.81,,
May,,,,,,,,,2.12,2.57,,
June,,,,,,,,,1.29,2.71,,
July,,,,,,,,,2.41,2.54,,
August,,,,,,,,,5.63,2.82,,
September,,,,,,,,,2.06,2.95,,
October,,,,,,,,,2.92,8.71,,
November,,,,,,,,,1.30,0.66,,
December,,,,,,,,,3.68,5.15,,
Total,,,,,,,,,29.90,36.59,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.90,36.59,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
