DOVER MARTIN MILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR342464,Long,1.3489,Lat,51.1695,Elevation,387,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,1,0.53,2.56,1.74,3.13,3.17,1.16,2.98,0.99,2.47,2.87,3.55,2.21,2.02,2.39,1.23,1.92,2.42,3.63,2.41,5.1,1.5,3.3,2.94,2.55,2.81,3.15,2.16,5.09,5.78,4.95,6.45,2.65,3.02,2.31,4.6,1.7,2.79,2.47,2.56,4.53,1.89,1.48,3.73,3.36,1.3,1.89,4.42,5.85,2.52,5.48,3.33,4.66
February,,,,,,,,,1.01,0.7,2,0.84,1.66,0.86,1.83,2.49,2.82,0.4,0.78,2.61,0.61,0.57,1.43,2.97,0.84,3.13,2.73,4.62,1.38,0.97,1.91,2.94,0.59,1.88,0.27,3.96,3,5.3,0.97,1.2,2.2,2.32,1.96,1.86,1.34,2.29,3.61,1.81,1.05,1.34,4.7,6.35,1.96,2.45,3.1,2.56,2.5,5.32,3.15,0.02,2.12
March,,,,,,,,,1.97,2.72,1.37,2.53,3.29,1.84,5.02,0.89,4.46,1.47,1.27,3.59,0.85,0.84,1.61,1.17,1.25,1.69,0.62,3.22,2.79,0.26,2.39,0.46,1.45,2.34,3.31,0.14,0.89,5.24,0.6,2.09,2.89,1.67,2.43,0.41,0.14,1.06,2.58,5.91,0.76,0.59,1.05,3.8,3.59,0.14,3.83,2.04,0.41,1.33,2.71,1.5,2.3
April,,,,,,,,,1.63,1.53,1.76,1.03,0.07,2.34,1.55,1.57,1.55,1.43,1.23,2.38,2.04,0.95,2.93,1.38,2.26,2.73,3.3,1.94,3.03,0.88,1.78,2.38,3.03,0.97,3.02,3.87,1.7,2.72,0.84,3.38,1,0.97,1.07,0.73,1.77,1.26,1.61,1.77,1.57,1.9,1.87,1.99,1.35,1.42,0.19,0.18,0.65,0.32,1.46,3.04,1.2
May,,,,,,,,,1.21,0.77,3.34,0.76,0.4,1.25,0.62,3.08,1.65,0.9,2.61,0.19,1.81,0.84,0.24,3.79,2.96,2.52,1.58,0.75,2.51,1.54,3.1,2.35,1.51,1.24,1.19,2.09,0.19,3.31,2.56,1.73,0.16,1.47,3.22,1.6,0.71,1.63,2.57,0.95,1.9,1.97,1.54,2.3,0.98,1.98,2.89,4.51,0.26,1.38,1.48,0.86,2.75
June,,,,,,,,,2.13,2.64,2.5,2.46,2.94,0.44,2.08,0.55,3.5,1.89,0.71,0.78,0.84,0.18,2.35,0.57,1.73,0.89,3.96,3.53,2.07,1.62,1.25,0.8,1.13,1.92,1.23,2.69,3.2,1.39,1.73,1.38,0.46,0.8,0.22,1.3,1.23,0.42,2.08,2.83,2.22,0.39,0.8,1.41,1.56,1.97,2.09,1.84,2.94,0.38,3.97,0.75,1.7
July,,,,,,,,,2.58,2.24,2.03,0.09,1.67,1.7,2.7,2.9,1.57,3.41,3.09,2.69,2.37,0.16,1.88,0.71,3.42,2.97,1.63,6.8,0.94,1.24,3.21,3.11,4.52,1.7,1.13,0.41,5.3,1.43,2.67,1.77,3.23,5.47,2.92,1.64,2.85,2.06,2.75,1.81,2.53,0.94,3.39,1.83,0.65,2.74,3.51,0.36,2.95,4.56,2.97,3,4.15
August,,,,,,,,,2.21,2.46,2.48,0.69,5.21,1.27,0.69,1.56,2.88,6.1,0.77,1.36,2.18,3.71,2.13,0.95,2.08,1.85,2.63,4.6,2.1,2.44,3.79,3.96,0.62,0.55,2.3,4.01,1.68,0.97,2.38,2.27,0.05,4.04,2.02,1.45,1.81,3.57,6.85,0.1,3.05,0.81,2.55,5.5,3.44,2.32,4.06,2.29,3.85,3.02,3.64,1.69,4.03
September,,,,,,,,,2.1,2.27,0.68,1.65,3,2.49,0.99,3.51,1.07,0.72,5.16,1.31,2.35,0.78,4.56,1.52,3.53,1.86,0.61,3.43,1.49,0.64,3.86,1.58,2.22,6.15,1.5,4.62,2.59,4,2.55,1.87,1.9,0.2,2.75,1.69,3.3,1.15,2.18,1.83,2.54,3.07,2.36,4.94,7.13,3.91,1.97,0.75,3.2,3.56,2.59,0.1,3.24
October,,,,,,,,,1.28,7.42,3.2,6.11,2.89,3.45,3.63,3.01,4.45,3,2.3,1.08,2.05,0.23,2.41,5.25,3.78,3.44,5.98,2.21,6.21,4.53,1.32,0.92,9.11,1.72,2.24,4.95,2.43,3.29,4.02,13.68,4,2.05,3.48,1.7,6.14,1.96,1.17,0.47,1.61,7.11,0.87,3.19,3.46,3.65,2,5.99,2.02,1.38,4.65,3.54,8.96
November,,,,,,,,,1.05,0.53,5.94,3.82,1.86,3.16,2.78,4.17,4.24,1.81,2.49,4.51,1.03,1.6,1.38,2.05,2.61,4.55,7.2,3.3,7.77,7.24,6.17,4.4,1.18,2.55,2.4,6.45,5.6,1.52,4.34,6.73,7.59,3.21,2.69,2.76,5.99,1.8,5.54,1.68,2.56,4.29,7.1,5.06,3.52,2.1,6.6,2.07,0.72,4.79,2.31,6.85,7.77
December,,,,,,,,2.37,2.02,4.64,3.39,3.49,2.44,2.06,7.26,6.53,3.28,2.36,1.89,2.47,3.24,1.63,2.64,2.33,2.82,4.74,0.87,5.36,5.23,7.87,3.74,0.85,0.82,0.81,6.81,3.94,3.51,6.7,3.17,2.19,1.9,2.05,3.51,2.33,2.24,4.32,3.16,3.01,2.8,2.63,2.89,2.71,4.18,1.25,2.03,2.58,3.31,1.68,4.8,8.73,5.12
Total,,,,,,,,,20.19,28.45,31.25,25.21,28.56,24.03,30.31,33.24,32.46,25.96,25.17,26.52,21.58,13.51,25.95,23.92,29.2,32.79,34.74,42.17,40.62,30.73,35.82,26.69,28.73,24.64,28.55,39.29,35.18,41.65,30.78,44.74,28.03,27.27,28.58,22.07,29.22,24.31,36.57,24.73,27.12,26.93,30.6,42.81,35.18,25.23,34.16,29.59,28.66,30.24,39.21,33.41,48
