BARNSLEY CHURCH STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE344065,Long,-1.4817,Lat,53.5545,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,1.46,2.49,2.35,3.06,2.39,1.79,1.1,2.81,1.7,0.85,2.35,0.87,3.82,2.2,1.08,0.2,0.38,2.46,3.49,3.68,1.3,3.82,1.93,0.72,1.01,2.76,1.23,1.14,1.39,1.99,4.27,0.47,2.66,0.49,3.33,2.78,1.41,0.9,2.1,2.44,0.53,3.06,0.9,1.51,1.28
February,,,,,,1.49,2.65,1.79,1.17,2.08,1.72,1.48,2.26,0.88,1.04,1.58,2.3,2.36,1.08,2.49,2.07,3.07,1.72,2.33,1.78,2.86,0.46,0.55,1.06,1.43,0.91,0.04,2.44,2.76,3.32,0.21,0.88,2.81,1.06,1.22,4.06,1.39,1.54,1.97,4.04,1.02,2.19,1.46,1.65,0.57
March,,,,,,0.5,1.62,2.77,1.69,1.45,2.18,1.04,2.16,2.56,1.49,0.64,3.75,2.78,0.58,1.13,2.25,3.41,1.64,1.39,1.78,1.56,2.52,1.66,3,3.38,1.65,1.13,1.09,0.42,1.09,1.75,2.56,2.67,1.18,1,0.86,2.38,0.92,3.24,2.03,2.22,1.53,1.51,3.1,3.2
April,,,,,,1.56,1.14,3.5,2.11,2.03,0.56,2.97,3.8,0.62,1.49,0.55,1.98,3.47,1.64,3.45,1.81,1.1,3.53,3.29,2.12,1.74,2.02,0.49,2.02,3.16,0.69,1.78,1.54,0.62,2.76,2.3,1.13,2.47,3.09,1.96,0.74,1.39,2.61,1.64,1.46,2.38,0.67,1.54,2.05,1.79
May,,,,,,2.5,1.22,1.93,0.86,5.4,1.1,1.27,1.39,1.7,0.65,1.23,0.91,3.44,3.19,2.18,2.72,0.82,1.09,1.18,0.91,1.87,7.23,1.83,0.51,3.53,2.95,2.64,3.44,2.37,1.62,0.68,0.54,1.03,2.79,2.76,1.18,1.22,2.7,3.53,3.2,0.55,1.85,3.88,2.85,2.07
June,,,,,,1.38,3.9,2.22,0.62,0.89,1.41,5.08,6.17,1.01,0.3,3.46,3.03,1.72,2.13,4.48,3.77,1.55,3.93,3.32,1.38,2.87,0.89,0.23,2.02,0.36,2.32,3.08,3.75,1.36,3.2,2.02,4.73,2.63,1.19,2.07,3.11,0.95,2,1.72,1.1,2.69,1.92,3.29,1.63,4.6
July,,,,,,2.9,4.72,3.28,0.41,1.11,1,2.52,7.55,1.99,1.34,5.54,1.14,2.24,1.04,3.64,7.06,1.4,3.02,3.8,2.7,0.52,6.35,0.97,4.5,1.29,1.73,2.2,2.02,3.2,3.59,5.84,0.91,0.62,0.98,1.82,2.82,4.28,1.87,2.81,1.68,1.47,2.73,1.8,2.41,4.39
August,,,,,,2.48,3.05,3.31,2.97,1.61,1.22,2.38,3.4,1.77,1.91,3.99,1.99,4.32,6.11,4.54,1.89,3.64,1.93,1.07,1.83,1.04,1.61,1.32,1.76,2.68,3.11,3.09,2.49,2.05,2.21,2,1.69,2.18,2.93,1.42,5.7,1.08,3.77,3.29,3.92,3.83,1.39,1.84,2.32,2.18
September,,,,,,0.14,3.86,1.87,2.92,3.71,1.07,5.31,4.03,2.16,2.53,2.61,4.3,3.22,2.21,1.34,4.83,2.71,2.71,5.21,1.06,2.05,0.98,2.72,1.14,1.28,1.21,1.71,1.46,0.93,0.77,0.48,5.26,2.18,0.44,3.37,0.23,1.02,1.37,3.43,0.75,1.04,0.63,0.45,1.69,2.63
October,,,,,,4.57,2.56,1.85,2.42,1.5,6.56,2.36,4.62,1.34,2.55,5.61,2.24,2.53,1.99,0.93,6.7,3.04,4.77,3.35,1.14,5.97,4.04,2.4,0.79,3.81,0.74,3.39,5.7,1.62,5,3.32,3.67,1.3,2.77,2.53,2.69,1.5,2.8,7.13,0.42,1.83,5.48,5.28,1.1,1.98
November,,,,,,2.19,3.1,1,1.34,1.98,1.69,0.72,3.69,2.51,2.72,3.72,3.82,2.14,2.3,1.38,1.89,2.22,3.46,2.57,1,2.39,1.34,1.5,5.61,0.72,3.32,2.44,1.29,1.94,1.08,3.3,1.24,2.2,2.51,1.1,2.05,3.25,2.14,1.15,1.19,3.78,2.83,2.45,0.92,0.44
December,,,,,,0.68,2.48,1.54,7.3,3.25,2.93,1.09,3.66,0.21,1.61,1.04,6.28,2.27,1.54,1.61,3.44,2.47,5.14,0.86,2,0.56,4.23,1.6,1.85,1.34,0.71,3.97,0.4,3.13,1.48,2.79,2.78,2.44,2.38,2.6,2.95,4.51,2.13,1.14,1.41,0.48,1.94,1.94,1.36,5.08
Total,,,,,,21.85,32.79,27.41,26.87,27.4,23.23,27.32,45.54,18.45,18.48,32.32,32.61,34.31,26.01,28.25,38.63,25.81,35.4,31.86,21.38,24.73,35.49,17.2,24.98,23.99,22.1,26.7,26.76,21.79,28.11,28.96,25.86,25.19,21.81,25.18,29.17,24.38,24.75,33.15,23.64,21.82,26.22,26.34,22.59,30.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The first observer was Dr. Michael Thomas Sadler Jr. The second observer was Dr. Francis Joseph Sadler. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sadlers lived at 21 Church Street. The NGR was found on an OS map. The altitude on the map agrees with the altitude on the sheets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
