CHELTENHAM (KEMERTON LODGE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6300,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.92,2.68,3.07,1.69,,,,,,,,
February,0.86,0.29,3.19,5.87,,,,,,,,
March,3.58,1.46,2.14,2.06,,,,,,,,
April,3.82,1.04,2.92,2.63,,,,,,,,
May,1.47,1.74,0.70,1.66,,,,,,,,
June,3.17,0.77,0.93,0.50,,,,,,,,
July,5.08,0.33,4.23,1.49,,,,,,,,
August,1.23,2.54,4.46,2.52,,,,,,,,
September,2.60,1.77,2.04,2.40,,,,,,,,
October,1.85,1.44,0.92,5.53,,,,,,,,
November,0.68,2.01,1.27,1.47,,,,,,,,
December,2.32,1.46,4.18,2.56,,,,,,,,
Total,30.58,17.53,30.05,30.38,,,,,,,,
Calc annual,30.58,17.53,30.05,30.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
