"TINTO HILLS (LOCHLYOCH RES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5191/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,3.69,4.38,6.39,1.01,4.90,
February,,,,,,,3.03,1.43,2.16,1.48,0.64,
March,,,,,,,1.66,2.82,2.42,0.48,1.96,
April,,,,,,,2.04,1.98,0.67,1.93,1.29,
May,,,,,,,3.24,1.34,1.43,2.64,1.43,
June,,,,,,,4.00,3.07,3.25,1.92,1.70,
July,,,,,,,2.76,2.84,2.14,2.88,4.45,
August,,,,,,,2.54,5.89,4.11,5.17,5.06,
September,,,,,,,3.56,6.13,2.43,0.75,3.19,
October,,,,,,,4.19,3.97,4.89,4.24,5.53,
November,,,,,,,3.35,2.51,3.94,4.96,4.88,
December,,,,,,,0.96,0.96,2.32,8.27,3.13,
Total,,,,,,,35.02,37.32,36.15,35.73,38.16,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,35.02,37.32,36.15,35.73,38.16,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,-0.00,
