SHAWS W.W. (LOCH THORN),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5311,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.39,10.95,8.37,9.22,4.98,11.11,8.29,10.15,10.15,5.74,,
February,6.58,2.54,7.28,2.81,9.98,4.22,1.90,7.97,8.46,7.59,,
March,3.37,5.68,3.96,1.62,4.87,3.61,5.17,7.95,3.59,4.63,,
April,3.52,3.56,5.22,4.58,2.61,3.38,9.55,4.46,10.03,4.67,,
May,2.76,4.16,4.15,6.06,5.80,1.66,5.51,2.29,3.01,2.16,,
June,1.97,3.15,4.89,6.11,4.82,4.57,4.63,6.57,1.74,3.04,,
July,4.08,5.13,2.91,5.57,5.58,4.61,5.86,7.12,3.34,6.52,,
August,6.62,7.15,10.08,4.73,3.16,3.80,0.03,9.25,6.12,8.00,,
September,2.18,8.33,6.01,6.99,7.26,8.06,7.13,10.24,3.50,11.62,,
October,7.56,9.98,13.60,7.84,8.63,0.56,4.16,12.19,9.03,8.10,,
November,7.38,1.44,4.39,9.50,0.91,8.21,10.11,6.41,8.02,5.35,,
December,4.69,11.49,4.14,8.01,6.78,9.10,4.21,9.67,12.69,2.18,,
Total,52.10,73.56,75.00,73.04,65.38,62.89,66.55,94.27,79.68,69.60,,
Calc annual,52.10,73.56,75.00,73.04,65.38,62.89,66.55,94.27,79.68,69.60,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
