GREENOCK WW (LOCH THOM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS256724,Long,-4.791952,Lat,55.912993,Elevation,643,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,6,4.8,12,11.1,8.3,10.4,3.79,9.79,8.02,1.71,5.21,0.89,8.89,8.57,11.34,7.02,7.23,7.07,6.85,4.98,8.51,4.96,5.98,3.05,9.1,1.94,4.05,2.31,6.43,7.53,9.91,4.3,6.83,7.82,7.96,4.75,7.96,5.28,9.61,8.6,8.04,7.59,7.3,6.49,5.89,5.7,10.22,3.52,6.66,5.86,9.13,13.5,7.51,10.2,7.47,6.57,11.66,9.26,14.13,3.21,10.73,8,12.39,8.81,11.5,3.94,7.6,11,11.47,5.03,4.36,1.39,10.95,8.37,9.22,4.98,11.11,8.29,10.15,10.15,5.74,7.34,7.7,4.93,8.48,4.94,4.11,8.95,7.95,2.23,5.92
February,5.9,8.8,7.6,1.5,2.5,2.6,5.86,6.69,4.77,2.98,8.16,5.22,7.64,7.48,10.17,6.85,3.68,5.64,2.14,4.44,2.15,2.18,2.81,5.58,11.58,1.15,4.07,4.97,6.26,3.72,4.29,2.34,2.1,10.24,6.2,5.49,4.8,5.21,5.15,4.33,10.3,10.46,6.7,4.46,8.49,11.6,7.03,1.67,10.38,2.17,9.7,3.05,8,7.75,1.89,4.94,7.98,4.99,6.01,2.96,0.67,6.56,0.03,7.25,1.51,10.61,4.76,7.41,5.06,9.31,2.81,6.58,2.54,7.28,2.81,9.98,4.22,1.9,7.97,8.46,7.59,4.3,3.19,3.77,7.3,4.18,2.09,4.66,5.13,3.03,7.75
March,1.7,5.7,6.4,3.3,6.9,2.4,5.17,4.02,3.37,5.68,5.05,6.6,7,3.06,4.24,5.59,5.47,2.78,3.68,3.29,6.83,4.79,1.69,2.97,5.26,5.3,7.21,6.83,3.21,3.77,0.54,2.92,5.58,10.38,4.09,6.66,5.75,6.3,7.09,2.98,3.72,2.52,8.72,7.97,7.58,4.47,2.3,3.44,3.07,4.32,7.38,11.94,3.14,3.38,1.49,3.01,6.99,5.77,6.47,1.56,5.3,1.83,2.6,5.4,3.89,2.92,4.98,1.9,8.34,4.41,5.02,3.37,5.68,3.96,1.62,4.87,3.61,5.17,7.95,3.59,4.63,5.31,5.4,1.87,4.99,2.64,3.55,7.19,2.17,4.62,4.22
April,3,5.6,2.2,0.5,3.7,2.5,3.64,5.18,4.12,2.68,6.12,2.21,4.34,4.51,2.88,4.45,3.68,4.33,4.13,3.77,2.04,3.07,1.94,2.45,2.72,4.11,2.61,3.12,4.7,4.85,4.13,4.77,3.06,1.98,7.6,5.01,2.15,4.92,2.55,6.18,6.47,5.23,3.86,6.07,4.92,4.85,5.37,2.09,1.52,3.54,3.27,2.59,4.4,5.57,4.12,7.92,3.09,4.89,3.48,1.65,2.48,2.83,6.3,4.53,5.49,4.59,2.12,3.65,1.14,4.04,3.21,3.52,3.56,5.22,4.58,2.61,3.38,9.55,4.46,10.03,4.67,4.16,3.16,2.97,3.91,6.27,2.06,3.47,2.89,5.45,8.66
May,6.7,1.5,4,3.8,2.4,5.1,1.06,3.62,5.36,3.18,2.64,4.26,3.93,5.11,6.85,3.69,4.2,1.42,6.3,3.97,4.02,2.5,5.94,3.22,3.6,0.26,0.99,3.07,2.71,3.55,4.91,2.08,3.25,3.87,4.1,3.01,7.61,7.56,3.68,4.51,3.75,5.38,3.51,5.53,2.9,1.36,6.56,4.97,4.17,1.13,9.26,4.34,6.38,3.23,5.8,9.33,3.67,4.29,2.13,5.95,3.39,5.74,3.12,4.73,5.17,0.97,3.2,2.27,4.85,1.91,0.77,2.76,4.16,4.15,6.06,5.8,1.66,5.51,2.29,3.01,2.16,2.54,2.14,3.65,3.92,4.9,4.31,2.59,5.37,1.52,3.6
June,2.5,2.6,8.7,4,2.3,4.2,4.97,6.33,3.59,6.89,2.99,7.01,5.9,4.13,1.85,2.42,1.96,1.92,3.08,2.15,8.15,2.24,5.71,1.7,3.48,2.2,4.91,6.8,3.83,2.32,4.11,3.99,1.9,2.93,3.44,1.75,2.03,6.11,4.32,3.42,2.54,3.94,7.02,5.24,1.8,2.26,2.76,4.3,2.47,6.52,3.06,0.99,3.52,2.17,4.07,2.42,4.5,5.12,7.59,4.11,3.9,7.99,2.34,3.39,4.23,4.51,2.46,4.65,8.48,2.48,1.14,1.97,3.15,4.89,6.11,4.82,4.57,4.63,6.57,1.74,3.04,2.68,4.76,1.7,5.29,4.36,3.64,2.87,4.5,3.78,3.64
July,3.1,4.5,4.8,6.8,3.7,2.8,4.07,6.55,1.76,5.81,3.53,7.61,10.11,4.44,6.96,2.84,4.1,4.54,6.62,3.28,6.37,2.38,3.2,5.3,3.8,5.12,5.56,2.91,2.19,5.29,4.79,3.28,5.09,5.51,3.59,4.61,4.76,3.13,6.14,6.57,5.98,4.75,3.33,1.9,2.19,5.28,3.38,3.26,4.92,1.47,5.71,5.79,4.19,6.43,5.34,2.18,3.61,6.63,5.47,6.82,4.17,5.59,4.56,5.34,3.78,3.65,8.32,5.32,5.84,6.36,2.98,4.08,5.13,2.91,5.57,5.58,4.61,5.86,7.12,3.34,6.52,4.65,3.6,7.43,4.22,1.46,5.79,6.58,7.46,7.55,7
August,2,5.2,5.4,7.7,6.5,4.77,6.98,10.67,4.07,6.69,2.62,7,4.77,8.29,3.84,4.35,3.74,4.94,4.91,7.68,4.28,8.19,9.2,4.45,6.08,7.63,2.96,6.89,8.62,2.39,5.91,7.03,4.52,9.02,6.46,6.43,5.68,8.17,5.72,4.48,10.39,6.21,8.12,2.33,6,3.66,4.52,5,5.18,4.39,6.82,7.83,4.29,8.36,5.38,5.43,6.71,8.08,5.86,8.04,7.85,2.66,4.13,4.84,6.8,3.45,4.12,4.29,3.77,2.56,2.67,6.62,7.15,10.08,4.73,3.16,3.8,0.03,9.25,6.12,8,5.13,6.14,6.28,6.41,1.62,6,5.55,5.81,2.04,4.33
September,5,3.6,12,8.6,9.9,5.01,3.86,2.85,7.4,13.37,4.43,4.68,6,4.98,5.44,9.43,8.11,7.39,3.1,2.73,9.94,8.57,9.98,5.25,0.16,2.73,7.05,5.33,7.7,7.26,5.91,5.98,5.29,5.25,7.04,3.66,4.16,2.37,11.96,2.94,2.88,3.49,4.2,3.22,4.19,2.03,2.77,5.29,7.41,6.54,4.97,3.6,5.03,13.05,8.68,4.51,5.5,10.79,5.28,2.7,5.44,2.24,6.49,0.99,8.05,9.58,4.61,5.56,6.16,3.17,3.95,2.18,8.33,6.01,6.99,7.26,8.06,7.13,10.24,3.5,11.62,6.03,5.01,8.77,9.53,6.66,5.53,4.2,5.49,2.01,4.35
October,7.5,6.9,6.1,9.9,14,8.04,8.17,10.42,8.92,4.37,0.7,3.59,6.19,8.08,8.48,4.68,5.42,4.34,4.04,6.03,7.25,5.96,4.63,8.54,4.12,4.39,3.54,3.46,4.99,6.38,9.03,6.59,3.92,11.84,4.34,5.16,9.42,8.07,1.86,11.27,4.73,5.25,9.26,4.75,3.29,4,10.2,12.63,11.32,1.64,4.38,7.06,4.21,10.51,4.45,7.03,9.6,8.27,11.72,9.16,11.54,7.2,9.18,3.69,11.61,14.4,8.04,3.67,13.05,4.71,8.33,7.56,9.98,13.6,7.84,8.63,0.56,4.16,12.19,9.03,8.1,2.23,7.94,5.92,11.6,6.5,4.04,7.32,6.24,8.08,4.48
