LOCH NESS WHITEBRIDGE KILLIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH525089,Long,-4.439569,Lat,57.14722,Elevation,1200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,3.39,2.9,5,4.2,4.7,2.3,5.3,5,5.9,4.6,4.3,2.7,3.6,3.6,3,3.8,1.1,4.4,7,5.5,10,1.87,2.3,1.7,9,8,2.7,7.5,4.95,7.5,8.08,10.19,10.6,0.99,6.21,6.79,11.01,7.41,11.32,4.02,2.96,,,,
February,,,,,,,7.71,5.5,8,1.8,1.6,2.2,1.1,10.8,2.4,4.6,2.7,4.3,5.4,2.6,4,6.7,2.2,5.5,7.2,6.1,5.5,1.6,7.1,1.2,11.33,2.7,7.05,3.85,2.28,7.8,4.42,1.48,9.63,0.55,0.34,6.54,0.75,7.46,2.53,8.1,2.76,,,,
March,,,,,,,7.76,7,9.6,3.2,1.2,2.3,4,9.4,1.9,6.4,4.6,6,7.4,2.2,3.6,4.8,2.95,6.5,5.4,3.5,2.21,3.4,0.99,3.4,6.1,9.3,4.3,1.7,0.41,3.71,5.42,2.08,2.66,1.09,1.84,1.09,3.86,2.49,4.52,3.65,2.33,,,,
April,,,,,,,4.15,4,4.4,4.3,3.1,3.6,2.5,2,7.1,2.4,2.1,3.6,2.5,2.6,7.1,4.6,2,5.2,6,6.15,4.4,2.5,1.7,6.64,4,0.9,4.52,3.12,3.54,6.71,3.66,6.15,1.93,2.43,1.52,4.63,7.56,3.88,5.43,4.43,3.99,,,,
May,,,,,,,1.6,5.3,3.6,2,3,1.6,3.1,2.8,3.4,3.4,4.6,2.7,2.6,3.6,5.1,1.9,1.95,3.06,8,1.36,4,2.14,3.1,0.42,3.6,5.2,5,6.05,4.38,4.97,2.58,3.05,1.66,2.86,4.24,5.01,6.04,1.74,4.68,1.79,1.72,,,,
June,,,,,,,4.6,3.6,1.9,1.1,2.3,2,2.2,2.9,2.7,2,1.6,4.7,2.6,1,3.6,4,3.8,5.4,2.89,0.46,5.27,2.56,3.05,3.2,0.9,1.3,3.7,2.84,2.24,0.76,2.2,3.85,5.27,3.29,2.73,3.83,0.49,1.09,1.66,3.76,,,,,
July,,,,,,,2.78,3.5,3.4,3,3.2,3.1,2.6,4.7,1.4,3.6,3.6,1.6,1.6,3.7,4.3,2.25,3.15,1.47,3.8,4.3,3.41,1.82,4,0.36,2.9,2.43,3.5,2.8,4.5,2.93,2,3.9,2.12,2.8,3.74,5.78,7.73,1.15,3.77,1.45,,,,,
August,,,,,,,3.69,5.8,4,1.2,2.8,2.9,4.2,4.2,4.1,4.2,2.6,4.6,2.4,2.6,3.2,1.45,4.49,1.37,2.25,3.6,4.54,6.91,3.05,3.5,2.35,2.4,3.5,6.1,5.5,2.12,3.53,5.05,4.62,3.33,5.29,3.25,1.76,2.73,3.59,3.61,,,,,
September,,,,,,,6.55,4.1,1.1,7.5,4,3.6,3.6,5.4,3.6,3.3,2.7,2.4,4.2,3.3,0.45,3,3.1,2.17,4.35,3.75,2.18,4.5,7.5,3.2,3.28,2.44,1.4,3.95,8.5,3.88,4.8,8.17,4.84,3.12,4.22,3.4,5.73,1.3,6.24,8.8,,,,,
October,,,,,,,15.9,4,4.7,3.6,4.2,3.6,3.6,8.5,2,3.6,4.6,3.6,1.5,4.6,0.36,2.31,1.2,6.75,0.95,3.26,9,8.83,8.35,2.8,1.65,4.7,4.53,10.25,3.55,2.94,6.12,7.3,8.19,7.1,10.48,5.16,10.77,9.62,8.47,13.57,,,,,
November,,,,,,,3.5,4,5.9,6.8,3.9,3.9,1.9,6.7,2,4.6,4.8,3.6,0.64,4,3.6,3.7,3.35,9,10.5,4.4,7.1,7.95,7,5.5,8.9,1.41,2.9,4.1,3.52,1.06,8.65,5.53,9.98,5.69,8.14,6.36,6.85,2.11,2.94,5.84,,,,,
December,,,,,,,5.5,6.4,10.2,3.2,9.3,3.2,5.3,2,3.3,5,3.6,4.6,4.4,4.3,5.2,2.7,6.78,7.4,8.5,7.5,7.5,3.76,6.5,6,4.6,7.5,8.9,3,9.5,6.26,5.7,0.81,5.38,7.1,4.89,7.79,8.61,0.62,7.03,3.02,,,,,
Total,,,,,,,67.13,56.1,61.8,41.9,43.3,34.3,39.4,64.4,39.8,47.7,41.8,44.4,38.84,38.1,43.51,41.21,36.07,58.22,66.84,49.88,65.11,47.84,54.64,37.92,58.61,48.28,52,55.26,52.87,50.64,57.16,57.56,66.88,40.35,53.64,59.63,71.16,41.6,62.18,62.04,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 move to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCH NESS (STRONELAIRG LODGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
