"THORNEY ISLAND AIRFIELD",,,,,,,,,,,,
Grid ref,SU756027,Long,-0.928169,Lat,50.818920,,,,,,,
Station no,RR4839,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.38,2.21,1.05,1.78,3.66,4.05,2.16,4.30,3.22,3.61,,
February,5.80,0.58,1.25,2.71,1.85,0.12,4.25,2.90,0.06,3.46,,
March,3.76,2.78,0.37,3.03,1.17,0.21,1.64,1.37,2.29,1.66,,
April,1.87,1.22,1.50,0.26,0.29,1.69,0.20,0.58,1.85,0.83,,
May,2.03,2.18,2.06,2.36,3.57,0.38,0.68,3.19,0.33,1.34,,
June,1.34,1.34,2.11,2.63,2.52,1.74,1.62,2.75,0.58,2.21,,
July,2.10,0.31,2.99,3.89,0.97,2.07,3.95,2.03,1.59,3.22,,
August,4.12,1.38,1.54,3.37,1.89,3.61,1.93,4.94,3.02,5.55,,
September,2.91,4.13,3.02,2.61,2.17,2.87,3.23,4.34,0.16,5.27,,
October,2.28,3.15,3.01,2.53,2.06,1.65,1.72,2.11,2.69,7.31,,
November,6.71,3.93,1.39,5.58,1.68,0.59,2.71,2.56,4.39,5.85,,
December,2.65,2.89,0.73,2.91,4.15,4.47,2.22,3.51,7.02,3.97,,
Total,37.95,26.10,21.02,33.66,25.98,23.45,26.31,34.58,27.20,44.28,,
Calc annual,38.95,26.10,21.02,33.66,25.98,23.45,26.31,34.58,27.20,44.28,,
Difference,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
