"BICESTER, LAUNTON SCHOOL GARDENS",,,,,,,,,,,,
Grid ref,SP605227,Long,-1.122116,Lat,51.899569,,,,,,,
Station no,RR8115,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.29,,
February,,,,,,,,,,0.00,,
March,,,,,,,,,,1.50,,
April,,,,,,,,,,1.40,,
May,,,,,,,,,,2.04,,
June,,,,,,,,,,3.41,,
July,,,,,,,,,,2.29,,
August,,,,,,,,,,2.13,,
September,,,,,,,,,,2.07,,
October,,,,,,,,,,3.23,,
November,,,,,,,,,,0.86,,
December,,,,,,,,,,2.05,,
Total,,,,,,,,,,22.27,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.27,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
