"BELPER QUARRY BANK",,,,,,,,,,,,
Grid ref,SK348483,Long,-1.482545,Lat,53.030858,,,,,,,
Station no,2665,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.41,1.99,1.29,2.41,3.05,1.24,4.19,1.41,1.49,1.26,,
February,4.69,1.39,2.19,1.27,3.86,0.93,3.77,2.54,1.94,0.86,,
March,0.78,2.93,1.81,4.19,2.34,3.50,2.06,1.81,2.79,3.79,,
April,1.17,1.59,2.59,2.09,1.72,2.10,0.82,1.36,2.39,1.57,,
May,1.77,1.41,2.64,3.18,1.39,0.56,1.91,3.70,3.22,2.13,,
June,4.49,2.24,1.74,1.17,0.47,2.90,1.93,3.42,1.47,3.23,,
July,3.57,3.76,1.92,2.35,1.87,1.07,0.79,3.06,2.97,4.31,,
August,5.13,1.83,3.74,5.56,3.98,3.95,1.32,2.54,4.04,2.48,,
September,0.73,1.20,1.55,3.63,1.81,2.02,0.79,0.77,2.12,2.38,,
October,2.72,1.91,3.14,6.63,0.66,1.68,6.15,4.14,1.16,4.17,,
November,3.05,3.12,2.52,2.55,1.39,3.55,3.14,2.93,1.50,0.56,,
December,4.94,6.98,2.07,1.44,1.96,0.69,2.68,3.03,2.33,6.03,,
Total,38.45,30.35,27.20,36.47,24.50,24.19,29.55,30.71,27.42,32.77,,
Calc annual,38.45,30.35,27.20,36.47,24.50,24.19,29.55,30.71,27.42,32.77,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
